Linux 3.13.0-55-generic (hp13-HP-EliteDesk-800-G1-SFF) 	25/06/15 	_x86_64_	(8 CPU)

13:31:05        CPU     %user     %nice   %system   %iowait    %steal     %idle
13:40:46        all     80,83      0,00     14,29      0,00      0,00      4,89
13:40:47        all     83,75      0,00     12,38      0,00      0,00      3,88
13:40:48        all     83,33      0,00     13,78      0,00      0,00      2,88
13:40:49        all     96,87      0,00      1,25      0,00      0,00      1,88
13:40:50        all     83,38      0,00     12,25      0,00      0,00      4,38
13:40:51        all     81,78      0,00     14,32      0,00      0,00      3,89
13:40:52        all     80,77      0,00     12,61      0,00      0,00      6,62
13:40:53        all     84,98      0,00     13,77      0,00      0,00      1,25
13:40:54        all     82,85      0,00     12,14      0,38      0,00      4,63
13:40:55        all     80,15      0,00     14,48      0,00      0,00      5,37
13:40:56        all     91,84      0,00      5,65      0,00      0,00      2,51
13:40:57        all     89,89      0,00      8,24      0,00      0,00      1,87
13:40:58        all     81,10      0,00     14,77      0,00      0,00      4,13
13:40:59        all     83,92      0,00     12,72      0,00      0,00      3,37
13:41:00        all     82,88      0,00     13,75      0,00      0,00      3,38
13:41:01        all     84,38      0,00     12,12      0,00      0,00      3,50
13:41:02        all     82,71      0,00     13,91      0,00      0,00      3,38
13:41:03        all     81,50      0,00     13,75      0,00      0,00      4,75
13:41:04        all     97,74      0,00      0,38      0,00      0,00      1,89
13:41:05        all     81,25      0,00     14,62      0,00      0,00      4,12
13:41:06        all     84,00      0,00     12,62      0,00      0,00      3,38
13:41:07        all     83,27      0,00     14,23      0,00      0,00      2,50
13:41:08        all     80,42      0,00     12,59      0,00      0,00      6,98
13:41:09        all     81,58      0,00     13,78      0,00      0,00      4,64
13:41:10        all     82,79      0,00     14,46      0,00      0,00      2,74
13:41:11        all     89,50      0,00      5,00      0,00      0,00      5,50
13:41:12        all     88,19      0,00      9,42      0,00      0,00      2,39
13:41:13        all     81,75      0,00     12,38      0,00      0,00      5,88
13:41:14        all     83,98      0,00     14,27      0,00      0,00      1,75
13:41:15        all     81,75      0,00     13,25      0,00      0,00      5,00
13:41:16        all     81,85      0,00     13,52      0,00      0,00      4,63
13:41:17        all     81,12      0,00     14,12      0,00      0,00      4,75
13:41:18        all     91,78      0,00      6,48      0,00      0,00      1,74
13:41:19        all     89,86      0,00      7,88      0,13      0,00      2,13
13:41:20        all     84,73      0,00     12,27      0,00      0,00      3,00
13:41:21        all     81,38      0,00     14,62      0,00      0,00      4,00
13:41:22        all     74,94      0,00     15,11      0,13      0,00      9,82
13:41:23        all     82,54      0,00     12,94      0,00      0,00      4,52
13:41:24        all     81,77      0,00     14,23      0,00      0,00      4,00
13:41:25        all     87,78      0,00      7,30      0,00      0,00      4,91
13:41:26        all     89,70      0,00      7,54      0,00      0,00      2,76
13:41:27        all     82,61      0,00     12,92      0,00      0,00      4,47
13:41:28        all     80,53      0,00     13,69      0,00      0,00      5,78
13:41:29        all     84,02      0,00     13,98      0,00      0,00      2,00
13:41:30        all     82,81      0,00     12,58      0,00      0,00      4,61
13:41:31        all     80,98      0,00     14,02      0,00      0,00      5,01
13:41:32        all     82,04      0,00     12,44      0,00      0,00      5,53
13:41:33        all     94,26      0,00      3,12      0,00      0,00      2,62
13:41:34        all     82,79      0,00     13,07      0,00      0,00      4,15
13:41:35        all     83,44      0,00     13,93      0,00      0,00      2,63
13:41:36        all     82,79      0,00     14,34      0,00      0,00      2,87
13:41:37        all     82,98      0,00     12,64      0,00      0,00      4,38
13:41:38        all     81,98      0,00     13,52      0,00      0,00      4,51
13:41:39        all     80,48      0,00     12,64      0,00      0,00      6,88
13:41:40        all     89,99      0,00      8,14      0,00      0,00      1,88
13:41:41        all     90,52      0,00      6,73      0,00      0,00      2,74
13:41:42        all     83,73      0,00     13,39      0,00      0,00      2,88
13:41:43        all     81,85      0,00     14,39      0,00      0,00      3,75
13:41:44        all     84,71      0,00     12,66      0,00      0,00      2,63
13:41:45        all     83,58      0,00     14,16      0,00      0,00      2,26
13:41:46        all     82,10      0,00     12,27      0,00      0,00      5,63
13:41:47        all     82,38      0,00     14,62      0,12      0,00      2,88
13:41:48        all     93,13      0,00      4,24      0,00      0,00      2,62
13:41:49        all     86,77      0,00      9,61      0,00      0,00      3,62
13:41:50        all     83,40      0,00     14,36      0,00      0,00      2,25
13:41:51        all     81,12      0,00     12,12      0,00      0,00      6,75
13:41:52        all     78,14      0,00     14,20      0,00      0,00      7,66
13:41:53        all     85,00      0,00     12,12      0,00      0,00      2,88
13:41:54        all     82,40      0,00     14,23      0,00      0,00      3,37
13:41:55        all     85,46      0,00      8,90      0,00      0,00      5,64
13:41:56        all     91,02      0,00      5,86      0,00      0,00      3,12
13:41:57        all     83,46      0,00     13,91      0,00      0,00      2,63
13:41:58        all     84,54      0,00     12,47      0,00      0,00      2,99
13:41:59        all     79,52      0,00     14,70      0,25      0,00      5,53
13:42:00        all     79,82      0,00     12,28      0,13      0,00      7,77
13:42:01        all     81,70      0,00     15,04      0,00      0,00      3,26
13:42:02        all     83,25      0,00     12,75      0,00      0,00      4,00
13:42:03        all     95,13      0,00      2,37      0,00      0,00      2,50
13:42:04        all     82,73      0,00     12,39      0,13      0,00      4,76
13:42:05        all     84,19      0,00     12,17      0,13      0,00      3,51
13:42:06        all     80,40      0,00     14,48      0,00      0,00      5,12
13:42:07        all     83,23      0,00     12,52      0,00      0,00      4,26
13:42:08        all     79,35      0,00     14,64      0,00      0,00      6,01
13:42:09        all     81,02      0,00     13,73      0,00      0,00      5,24
13:42:10        all     94,61      0,00      3,51      0,00      0,00      1,88
13:42:11        all     84,19      0,00     12,42      0,00      0,00      3,39
13:42:12        all     80,30      0,00     13,09      0,00      0,00      6,61
13:42:13        all     81,95      0,00     14,54      0,00      0,00      3,51
13:42:14        all     83,62      0,00     12,38      0,00      0,00      4,00
13:42:15        all     80,48      0,00     13,89      0,00      0,00      5,63
13:42:16        all     81,65      0,00     14,23      0,00      0,00      4,12
13:42:17        all     89,47      0,00      7,02      0,00      0,00      3,51
13:42:18        all     88,62      0,00      7,75      0,00      0,00      3,62
13:42:19        all     83,85      0,00     12,39      0,00      0,00      3,75
13:42:20        all     82,40      0,00     14,48      0,00      0,00      3,12
13:42:21        all     83,77      0,00     12,73      0,00      0,00      3,50
13:42:22        all     83,81      0,00     14,43      0,00      0,00      1,76
13:42:23        all     81,81      0,00     14,05      0,00      0,00      4,14
13:42:24        all     82,00      0,00     12,50      0,00      0,00      5,50
13:42:25        all     92,32      0,00      4,53      0,00      0,00      3,15
13:42:26        all     86,98      0,00      9,39      0,00      0,00      3,63
13:42:27        all     80,10      0,00     14,52      0,13      0,00      5,26
13:42:28        all     85,12      0,00     12,12      0,00      0,00      2,75
13:42:29        all     82,92      0,00     13,84      0,00      0,00      3,24
13:42:30        all     78,04      0,00     14,43      0,25      0,00      7,28
13:42:31        all     78,62      0,00     12,45      0,00      0,00      8,93
13:42:32        all     88,43      0,00      8,08      0,00      0,00      3,48
13:42:33        all     91,46      0,00      6,53      0,00      0,00      2,01
13:42:34        all     79,85      0,00     14,39      0,13      0,00      5,63
13:42:35        all     82,46      0,00     12,91      0,00      0,00      4,64
13:42:36        all     76,50      0,00     14,00      0,00      0,00      9,50
13:42:37        all     79,43      0,00     14,34      0,00      0,00      6,23
13:42:38        all     84,02      0,00     12,36      0,00      0,00      3,62
13:42:39        all     84,61      0,00     11,89      0,00      0,00      3,50
13:42:40        all     95,48      0,00      2,51      0,00      0,00      2,01
13:42:41        all     82,58      0,00     14,79      0,00      0,00      2,63
13:42:42        all     82,43      0,00     13,68      0,00      0,00      3,89
13:42:43        all     84,11      0,00     13,02      0,13      0,00      2,75
13:42:44        all     80,60      0,00     14,64      0,25      0,00      4,51
13:42:45        all     83,17      0,00     12,34      0,00      0,00      4,49
13:42:46        all     82,08      0,00     13,91      0,00      0,00      4,01
13:42:47        all     86,20      0,00      9,16      0,00      0,00      4,64
13:42:48        all     92,98      0,00      5,01      0,00      0,00      2,01
13:42:49        all     84,48      0,00     13,14      0,00      0,00      2,38
13:42:50        all     83,10      0,00     13,39      0,00      0,00      3,50
13:42:51        all     81,48      0,00     14,39      0,00      0,00      4,13
13:42:52        all     83,06      0,00     12,33      0,00      0,00      4,61
13:42:53        all     83,35      0,00     14,14      0,00      0,00      2,50
13:42:54        all     81,60      0,00     12,52      0,38      0,00      5,51
13:42:55        all     86,75      0,00      9,25      0,00      0,00      4,00
13:42:56        all     88,38      0,00      7,00      0,00      0,00      4,62
13:42:57        all     81,88      0,00     14,37      0,00      0,00      3,75
13:42:58        all     80,73      0,00     14,64      0,00      0,00      4,63
13:42:59        all     81,77      0,00     12,48      0,00      0,00      5,74
13:43:00        all     80,20      0,00     14,66      0,00      0,00      5,14
13:43:01        all     81,77      0,00     12,86      0,00      0,00      5,37
13:43:02        all     84,23      0,00     14,02      0,00      0,00      1,75
13:43:03        all     93,25      0,00      4,62      0,00      0,00      2,12
13:43:04        all     85,00      0,00     10,25      0,00      0,00      4,75
13:43:05        all     81,75      0,00     14,12      0,00      0,00      4,12
13:43:06        all     85,82      0,00     12,31      0,12      0,00      1,74
13:43:07        all     80,88      0,00     14,62      0,00      0,00      4,50
13:43:08        all     83,44      0,00     12,17      0,00      0,00      4,39
13:43:09        all     80,10      0,00     14,52      0,00      0,00      5,38
13:43:10        all     85,00      0,00     12,88      0,00      0,00      2,12
13:43:11        all     93,86      0,00      3,38      0,00      0,00      2,76
13:43:12        all     84,38      0,00     12,50      0,00      0,00      3,12
13:43:13        all     82,98      0,00     12,64      0,00      0,00      4,38
13:43:14        all     80,08      0,00     14,54      0,00      0,00      5,39
13:43:15        all     84,38      0,00     12,25      0,38      0,00      3,00
13:43:16        all     79,35      0,00     15,02      0,00      0,00      5,63
13:43:17        all     79,45      0,00     13,49      0,00      0,00      7,06
13:43:18        all     84,36      0,00     12,02      0,00      0,00      3,63
13:43:19        all     93,02      0,00      4,86      0,00      0,00      2,12
13:43:20        all     83,81      0,00     12,08      0,00      0,00      4,11
13:43:21        all     83,27      0,00     14,23      0,00      0,00      2,50
13:43:22        all     78,90      0,00     12,36      0,00      0,00      8,74
13:43:23        all     80,55      0,00     14,30      0,00      0,00      5,14
13:43:24        all     84,44      0,00     12,30      0,00      0,00      3,26
13:43:25        all     82,31      0,00     14,43      0,00      0,00      3,26
13:43:26        all     84,71      0,00     10,90      0,00      0,00      4,39
13:43:27        all     94,62      0,00      3,25      0,00      0,00      2,13
13:43:28        all     82,40      0,00     14,73      0,00      0,00      2,87
13:43:29        all     84,75      0,00     12,50      0,00      0,00      2,75
13:43:30        all     81,90      0,00     14,61      0,00      0,00      3,50
13:43:31        all     82,71      0,00     12,66      0,50      0,00      4,14
13:43:32        all     82,60      0,00     14,27      0,00      0,00      3,13
13:43:33        all     78,99      0,00     14,09      0,00      0,00      6,92
13:43:34        all     89,75      0,00      8,12      0,00      0,00      2,12
13:43:35        all     91,49      0,00      6,13      0,00      0,00      2,38
13:43:36        all     80,72      0,00     12,94      0,00      0,00      6,34
13:43:37        all     83,25      0,00     14,62      0,00      0,00      2,12
13:43:38        all     81,35      0,00     12,77      0,00      0,00      5,88
13:43:39        all     83,54      0,00     13,94      0,00      0,00      2,51
13:43:40        all     83,50      0,00     14,25      0,00      0,00      2,25
13:43:41        all     82,27      0,00     12,48      0,00      0,00      5,24
13:43:42        all     85,80      0,00     10,34      0,00      0,00      3,86
13:43:43        all     93,73      0,00      4,39      0,00      0,00      1,88
13:43:44        all     81,88      0,00     13,88      0,00      0,00      4,25
13:43:45        all     82,88      0,00     12,62      0,00      0,00      4,50
13:43:46        all     80,23      0,00     14,02      0,00      0,00      5,76
13:43:47        all     80,65      0,00     15,23      0,00      0,00      4,12
13:43:48        all     83,48      0,00     12,39      0,00      0,00      4,13
13:43:49        all     84,23      0,00     14,02      0,00      0,00      1,75
13:43:50        all     91,11      0,00      6,38      0,00      0,00      2,50
13:43:51        all     88,51      0,00      8,24      0,37      0,00      2,87
13:43:52        all     81,12      0,00     13,25      0,00      0,00      5,62
13:43:53        all     81,40      0,00     14,23      0,00      0,00      4,37
13:43:54        all     84,14      0,00     14,23      0,00      0,00      1,62
13:43:55        all     80,80      0,00     12,67      0,00      0,00      6,52
13:43:56        all     82,52      0,00     13,86      0,00      0,00      3,62
13:43:57        all     84,36      0,00     12,27      0,00      0,00      3,38
13:43:58        all     88,15      0,00      8,73      0,00      0,00      3,12
13:43:59        all     90,86      0,00      6,63      0,00      0,00      2,50
13:44:00        all     84,50      0,00     14,12      0,00      0,00      1,38
13:44:01        all     79,10      0,00     14,64      0,25      0,00      6,01
13:44:02        all     83,06      0,00     12,33      0,00      0,00      4,61
13:44:03        all     82,56      0,00     14,68      0,00      0,00      2,76
13:44:04        all     82,69      0,00     12,42      0,00      0,00      4,89
13:44:05        all     79,35      0,00     14,52      0,00      0,00      6,13
13:44:06        all     92,61      0,00      4,76      0,00      0,00      2,63
13:44:07        all     85,43      0,00      9,84      0,00      0,00      4,73
13:44:08        all     82,85      0,00     13,14      0,00      0,00      4,01
13:44:09        all     84,21      0,00     12,41      0,00      0,00      3,38
13:44:10        all     80,83      0,00     14,66      0,00      0,00      4,51
13:44:11        all     84,04      0,00     12,34      0,00      0,00      3,62
13:44:12        all     81,40      0,00     15,11      0,25      0,00      3,25
13:44:13        all     79,80      0,00     12,80      0,00      0,00      7,40
13:44:14        all     93,63      0,00      3,75      0,00      0,00      2,62
13:44:15        all     84,84      0,00     11,90      0,00      0,00      3,26
13:44:16        all     81,15      0,00     12,48      0,00      0,00      6,37
13:44:17        all     77,01      0,00     15,08      0,00      0,00      7,91
13:44:18        all     83,27      0,00     12,73      0,00      0,00      4,00
13:44:19        all     84,14      0,00     13,61      0,00      0,00      2,25
13:44:20        all     79,60      0,00     13,39      0,25      0,00      6,76
13:44:21        all     83,40      0,00     11,24      0,00      0,00      5,37
13:44:22        all     93,74      0,00      4,38      0,00      0,00      1,88
13:44:23        all     81,99      0,00     12,05      0,00      0,00      5,96
13:44:24        all     81,75      0,00     14,12      0,00      0,00      4,12
13:44:25        all     85,38      0,00     12,50      0,00      0,00      2,12
13:44:26        all     83,08      0,00     14,66      0,00      0,00      2,26
13:44:27        all     82,62      0,00     13,00      0,00      0,00      4,38
13:44:28        all     84,73      0,00     13,27      0,00      0,00      2,00
13:44:29        all     84,39      0,00     13,36      0,00      0,00      2,25
13:44:30        all     94,97      0,00      3,52      0,00      0,00      1,51
13:44:31        all     87,09      0,00     10,53      0,00      0,00      2,38
13:44:32        all     83,10      0,00     12,27      0,00      0,00      4,63
13:44:33        all     81,90      0,00     13,98      0,00      0,00      4,12
13:44:34        all     83,77      0,00     12,98      0,00      0,00      3,25
13:44:35        all     79,60      0,00     13,64      0,00      0,00      6,76
13:44:36        all     82,10      0,00     14,39      0,00      0,00      3,50
13:44:37        all     80,43      0,00     13,43      0,00      0,00      6,15
13:44:38        all     91,85      0,00      4,14      0,00      0,00      4,01
13:44:39        all     86,68      0,00     10,30      0,00      0,00      3,02
13:44:40        all     80,10      0,00     14,02      0,13      0,00      5,76
13:44:41        all     83,19      0,00     13,70      0,00      0,00      3,11
13:44:42        all     84,32      0,00     13,05      0,00      0,00      2,63
13:44:43        all     83,06      0,00     14,43      0,00      0,00      2,51
13:44:44        all     80,15      0,00     12,11      0,00      0,00      7,74
13:44:45        all     83,35      0,00     14,02      0,00      0,00      2,63
13:44:46        all     93,50      0,00      4,12      0,00      0,00      2,38
13:44:47        all     83,71      0,00     10,78      0,00      0,00      5,51
13:44:48        all     81,15      0,00     13,23      0,00      0,00      5,62
13:44:49        all     81,93      0,00     13,55      0,00      0,00      4,52
13:44:50        all     77,53      0,00     13,98      0,00      0,00      8,49
13:44:51        all     82,90      0,00     12,61      0,25      0,00      4,24
13:44:52        all     81,81      0,00     14,43      0,00      0,00      3,76
13:44:53        all     83,04      0,00     12,22      0,00      0,00      4,74
13:44:54        all     94,74      0,00      3,25      0,00      0,00      2,00
13:44:55        all     84,89      0,00     12,11      0,00      0,00      3,00
13:44:56        all     81,95      0,00     13,41      0,00      0,00      4,64
13:44:57        all     80,25      0,00     15,25      0,00      0,00      4,50
13:44:58        all     83,96      0,00     12,28      0,00      0,00      3,76
13:44:59        all     80,38      0,00     14,25      0,00      0,00      5,38
13:45:00        all     85,39      0,00     12,48      0,00      0,00      2,12
13:45:01        all     77,00      0,00     15,00      0,00      0,00      8,00
13:45:02        all     96,25      0,00      1,75      0,00      0,00      2,00
13:45:03        all     86,61      0,00     12,52      0,00      0,00      0,88
13:45:04        all     80,25      0,00     14,50      0,00      0,00      5,25
13:45:05        all     83,52      0,00     12,86      0,00      0,00      3,62
13:45:06        all     82,50      0,00     14,50      0,00      0,00      3,00
13:45:07        all     85,62      0,00     12,62      0,00      0,00      1,75
13:45:08        all     84,38      0,00     14,62      0,00      0,00      1,00
13:45:09        all     83,15      0,00     11,86      0,00      0,00      4,99
13:45:10        all     95,49      0,00      2,75      0,00      0,00      1,75
13:45:11        all     81,75      0,00     14,25      0,25      0,00      3,75
13:45:12        all     85,73      0,00     11,64      0,00      0,00      2,63
13:45:13        all     82,21      0,00     13,91      0,00      0,00      3,88
13:45:14        all     83,29      0,00     12,47      0,00      0,00      4,24
13:45:15        all     82,60      0,00     14,27      0,00      0,00      3,13
13:45:16        all     82,64      0,00     13,71      0,00      0,00      3,65
13:45:17        all     83,60      0,00     12,14      0,00      0,00      4,26
13:45:18        all     94,38      0,00      3,00      0,00      0,00      2,62
13:45:19        all     85,54      0,00     12,47      0,00      0,00      2,00
13:45:20        all     83,06      0,00     14,43      0,00      0,00      2,51
13:45:21        all     79,90      0,00     12,48      0,00      0,00      7,62
13:45:22        all     82,12      0,00     14,25      0,00      0,00      3,62
13:45:23        all     85,11      0,00     13,02      0,00      0,00      1,88
13:45:24        all     83,85      0,00     12,89      0,00      0,00      3,25
13:45:25        all     84,62      0,00     11,00      0,00      0,00      4,38
13:45:26        all     95,01      0,00      2,75      0,00      0,00      2,25
13:45:27        all     76,16      0,00     14,30      0,00      0,00      9,54
13:45:28        all     85,98      0,00     12,39      0,00      0,00      1,63
13:45:29        all     77,68      0,00     14,21      0,00      0,00      8,10
13:45:30        all     81,73      0,00     13,27      0,00      0,00      5,01
13:45:31        all     82,43      0,00     12,67      0,00      0,00      4,89
13:45:32        all     81,25      0,00     15,00      0,00      0,00      3,75
13:45:33        all     96,61      0,00      1,63      0,00      0,00      1,76
13:45:34        all     82,79      0,00     12,72      0,00      0,00      4,49
13:45:35        all     83,56      0,00     12,67      0,00      0,00      3,76
13:45:36        all     80,73      0,00     14,64      0,00      0,00      4,63
13:45:37        all     81,58      0,00     14,66      0,00      0,00      3,76
13:45:38        all     80,33      0,00     13,16      0,00      0,00      6,52
13:45:39        all     82,60      0,00     15,14      0,00      0,00      2,25
13:45:40        all     83,31      0,00     12,42      0,00      0,00      4,27
13:45:41        all     95,01      0,00      2,75      0,00      0,00      2,25
13:45:42        all     82,83      0,00     11,78      0,00      0,00      5,39
13:45:43        all     79,10      0,00     15,14      0,00      0,00      5,76
13:45:44        all     83,83      0,00     13,41      0,00      0,00      2,76
13:45:45        all     83,25      0,00     13,00      0,00      0,00      3,75
13:45:46        all     84,88      0,00     14,00      0,00      0,00      1,12
13:45:47        all     84,29      0,00     11,97      0,00      0,00      3,74
13:45:48        all     83,23      0,00     12,89      0,13      0,00      3,75
13:45:49        all     96,50      0,00      1,88      0,00      0,00      1,62
13:45:50        all     78,72      0,00     14,02      0,00      0,00      7,26
13:45:51        all     82,00      0,00     13,75      0,00      0,00      4,25
13:45:52        all     81,40      0,00     13,23      0,00      0,00      5,37
13:45:53        all     80,12      0,00     14,75      0,00      0,00      5,12
13:45:54        all     80,90      0,00     12,36      0,00      0,00      6,74
13:45:55        all     80,10      0,00     15,52      0,00      0,00      4,38
13:45:56        all     92,13      0,00      4,74      0,00      0,00      3,12
13:45:57        all     88,72      0,00      9,27      0,00      0,00      2,01
13:45:58        all     80,68      0,00     12,55      0,00      0,00      6,78
13:45:59        all     80,42      0,00     14,71      0,12      0,00      4,74
13:46:00        all     81,58      0,00     13,28      0,00      0,00      5,14
13:46:01        all     83,62      0,00     13,75      0,00      0,00      2,62
13:46:02        all     84,50      0,00     13,38      0,00      0,00      2,12
13:46:03        all     84,62      0,00     12,25      0,00      0,00      3,12
13:46:04        all     92,23      0,00      5,76      0,00      0,00      2,01
13:46:05        all     88,74      0,00      8,01      0,00      0,00      3,25
13:46:06        all     79,00      0,00     13,88      0,00      0,00      7,12
13:46:07        all     83,52      0,00     13,61      0,00      0,00      2,87
13:46:08        all     83,96      0,00     12,91      0,00      0,00      3,13
13:46:09        all     83,85      0,00     13,89      0,00      0,00      2,25
13:46:10        all     84,62      0,00     12,25      0,00      0,00      3,12
13:46:11        all     84,14      0,00     13,48      0,00      0,00      2,37
13:46:12        all     96,74      0,00      1,25      0,00      0,00      2,01
13:46:13        all     78,08      0,00     14,57      0,00      0,00      7,35
13:46:14        all     81,78      0,00     14,45      0,13      0,00      3,64
13:46:15        all     83,52      0,00     12,73      0,00      0,00      3,75
13:46:16        all     83,19      0,00     14,32      0,00      0,00      2,49
13:46:17        all     80,23      0,00     13,14      0,00      0,00      6,63
13:46:18        all     82,06      0,00     14,68      0,00      0,00      3,26
13:46:19        all     89,04      0,00      8,72      0,00      0,00      2,24
13:46:20        all     91,73      0,00      5,64      0,00      0,00      2,63
13:46:21        all     84,50      0,00     14,37      0,00      0,00      1,12
13:46:22        all     82,65      0,00     13,11      0,00      0,00      4,24
13:46:23        all     79,97      0,00     14,27      0,00      0,00      5,76
13:46:24        all     85,23      0,00     12,27      0,13      0,00      2,38
13:46:25        all     82,85      0,00     14,39      0,00      0,00      2,75
13:46:26        all     77,51      0,00     12,94      0,00      0,00      9,55
13:46:27        all     88,55      0,00      7,67      0,00      0,00      3,77
13:46:28        all     89,22      0,00      8,15      0,00      0,00      2,63
13:46:29        all     80,48      0,00     12,89      0,00      0,00      6,63
13:46:30        all     83,96      0,00     14,66      0,00      0,00      1,38
13:46:31        all     84,36      0,00     12,14      0,00      0,00      3,50
13:46:32        all     80,90      0,00     14,36      0,00      0,00      4,74
13:46:33        all     84,39      0,00     12,36      0,00      0,00      3,25
13:46:34        all     80,30      0,00     14,55      0,00      0,00      5,14
13:46:35        all     90,98      0,00      7,64      0,00      0,00      1,38
13:46:36        all     90,11      0,00      6,76      0,00      0,00      3,13
13:46:37        all     80,60      0,00     14,02      0,00      0,00      5,38
13:46:38        all     83,69      0,00     12,45      0,00      0,00      3,86
13:46:39        all     80,62      0,00     14,00      0,00      0,00      5,38
13:46:40        all     83,48      0,00     12,77      0,00      0,00      3,75
13:46:41        all     79,07      0,00     14,54      0,13      0,00      6,27
13:46:42        all     81,23      0,00     13,77      0,00      0,00      5,01
13:46:43        all     96,51      0,00      1,87      0,00      0,00      1,62
13:46:44        all     85,47      0,00     12,05      0,12      0,00      2,36
13:46:45        all     83,17      0,00     12,22      0,00      0,00      4,61
13:46:46        all     80,95      0,00     14,41      0,00      0,00      4,64
13:46:47        all     79,40      0,00     13,69      0,00      0,00      6,91
13:46:48        all     81,45      0,00     14,54      0,00      0,00      4,01
13:46:49        all     80,38      0,00     14,50      0,00      0,00      5,12
13:46:50        all     87,64      0,00      9,49      0,00      0,00      2,87
13:46:51        all     92,75      0,00      5,12      0,00      0,00      2,12
13:46:52        all     79,30      0,00     12,67      0,00      0,00      8,03
13:46:53        all     80,55      0,00     14,34      0,00      0,00      5,11
13:46:54        all     82,25      0,00     12,62      0,12      0,00      5,00
13:46:55        all     83,19      0,00     13,95      0,00      0,00      2,86
13:46:56        all     80,85      0,00     14,64      0,00      0,00      4,51
13:46:57        all     82,08      0,00     12,41      0,00      0,00      5,51
13:46:58        all     88,22      0,00      6,89      0,00      0,00      4,89
13:46:59        all     90,72      0,00      6,65      0,00      0,00      2,63
13:47:00        all     82,46      0,00     14,16      0,00      0,00      3,38
13:47:01        all     85,18      0,00     12,08      0,00      0,00      2,74
13:47:02        all     81,23      0,00     14,14      0,00      0,00      4,63
13:47:03        all     80,18      0,00     14,55      0,00      0,00      5,27
13:47:04        all     84,21      0,00     11,28      0,00      0,00      4,51
13:47:05        all     82,73      0,00     14,52      0,00      0,00      2,75
13:47:06        all     94,37      0,00      4,38      0,00      0,00      1,25
13:47:07        all     83,60      0,00      9,76      0,00      0,00      6,63
13:47:08        all     83,31      0,00     12,55      0,00      0,00      4,14
13:47:09        all     80,15      0,00     14,61      0,00      0,00      5,24
13:47:10        all     83,35      0,00     14,39      0,00      0,00      2,25
13:47:11        all     84,23      0,00     11,89      0,00      0,00      3,88
13:47:12        all     79,90      0,00     14,45      0,00      0,00      5,65
13:47:13        all     84,51      0,00     11,96      0,00      0,00      3,53
13:47:14        all     93,35      0,00      4,64      0,00      0,00      2,01
13:47:15        all     86,57      0,00      9,41      0,00      0,00      4,02
13:47:16        all     77,89      0,00     15,08      0,25      0,00      6,78
13:47:17        all     79,28      0,00     14,11      0,12      0,00      6,49
13:47:18        all     85,68      0,00     12,83      0,00      0,00      1,49
13:47:19        all     80,27      0,00     14,11      0,00      0,00      5,62
13:47:20        all     80,67      0,00     12,34      0,00      0,00      6,98
13:47:21        all     82,46      0,00     13,28      0,00      0,00      4,26
13:47:22        all     96,49      0,00      1,51      0,00      0,00      2,01
13:47:23        all     81,35      0,00     13,27      0,00      0,00      5,38
13:47:24        all     82,48      0,00     14,14      0,00      0,00      3,38
13:47:25        all     82,58      0,00     12,53      0,00      0,00      4,89
13:47:26        all     82,67      0,00     14,46      0,00      0,00      2,87
13:47:27        all     82,17      0,00     12,59      0,00      0,00      5,24
13:47:28        all     81,08      0,00     14,66      0,00      0,00      4,26
13:47:29        all     87,80      0,00      8,81      0,00      0,00      3,40
13:47:30        all     92,62      0,00      5,51      0,00      0,00      1,88
13:47:31        all     81,48      0,00     14,77      0,00      0,00      3,75
13:47:32        all     84,86      0,00     13,27      0,00      0,00      1,88
13:47:33        all     72,34      0,00     17,77      0,00      0,00      9,89
13:47:34        all     83,19      0,00     12,92      0,00      0,00      3,89
13:47:35        all     80,08      0,00     16,79      0,00      0,00      3,13
13:47:36        all     77,82      0,00     13,53      0,00      0,00      8,65
13:47:37        all     80,38      0,00     16,50      0,00      0,00      3,12
13:47:38        all     81,61      0,00     13,10      0,00      0,00      5,29
13:47:39        all     81,27      0,00     16,48      0,00      0,00      2,25
13:47:40        all     83,31      0,00     13,17      0,00      0,00      3,51
13:47:41        all     78,35      0,00     18,52      0,00      0,00      3,13
13:47:42        all     83,44      0,00     14,55      0,00      0,00      2,01
13:47:43        all     81,64      0,00     12,08      0,00      0,00      6,29
13:47:44        all     94,90      0,00      2,74      0,00      0,00      2,36
13:47:45        all     83,27      0,00     14,23      0,00      0,00      2,50
13:47:46        all     83,65      0,00     12,48      0,00      0,00      3,87
13:47:47        all     81,83      0,00     14,41      0,00      0,00      3,76
13:47:48        all     82,98      0,00     13,77      0,00      0,00      3,25
13:47:49        all     82,83      0,00     12,91      0,00      0,00      4,26
13:47:50        all     83,60      0,00     14,14      0,00      0,00      2,25
13:47:51        all     91,26      0,00      5,62      0,00      0,00      3,12
13:47:52        all     85,96      0,00     10,43      0,00      0,00      3,60
13:47:53        all     85,98      0,00     11,89      0,00      0,00      2,13
13:47:54        all     81,30      0,00     14,30      0,00      0,00      4,39
13:47:55        all     84,48      0,00     13,89      0,00      0,00      1,63
13:47:56        all     80,05      0,00     12,42      0,00      0,00      7,53
13:47:57        all     80,62      0,00     14,50      0,12      0,00      4,75
13:47:58        all     80,98      0,00     12,52      0,00      0,00      6,51
13:47:59        all     96,12      0,00      1,88      0,00      0,00      2,00
