# time,count,1 min rate,mean rate,5 min rate,15 min rate
5,0,0.0,0.0,0.0,0.0
10,0,0.0,0.0,0.0,0.0
15,0,0.0,0.0,0.0,0.0
20,823,12.425097966603161,40.82870844112741,2.5685360761206417,0.8609396200390483
25,2287,34.842637381929535,90.88918776663662,7.365640230006039,2.478326387851663
30,3655,53.74072866672665,121.16021449064837,11.726438628908367,3.967085304041497
35,5066,72.35912801516776,144.0431807718118,16.269698981246915,5.532914610276164
40,6450,88.4814419693687,160.55470964160685,20.5296061632038,7.020263069017602
45,7805,103.02684676649724,172.76684667903763,24.659600506345907,8.479426844045559
50,9112,115.68966494028184,181.58538795946993,28.57257513166549,9.880645262018183
55,10506,128.9071495478043,190.38293466620328,32.74483348029194,11.382687696080923
60,11962,141.59552929985085,198.7484094259873,36.95721886891229,12.912973589923546
65,13386,153.06151769945333,205.33678656749453,41.057005431051905,14.420377072131046
70,14900,165.27381246042228,212.25522792626197,45.43282224218803,16.034664471427316
75,16386,175.61416348890714,217.89394838649747,49.55119344589527,17.57795877082255
80,17799,184.15228755644895,221.91714010065664,53.39984569760605,19.045113130885696
85,19178,191.40007846738584,225.0711590424235,57.05926837189418,20.46203407763103
90,20562,198.54810152561856,227.9284780416726,60.75737738659441,21.90434597893697
95,21914,204.02121313787188,230.13060159098418,64.1662680984108,23.262213155552903
100,23273,209.2326211951839,232.20104216444608,67.55517760427232,24.624745876010454
105,24586,213.51563232429575,233.63818661570932,70.78229066733019,25.9442729853297
110,25990,218.86341109395426,235.76845603245837,74.24696665584199,27.35399638901548
115,27359,223.33585380357604,237.41178169987856,77.5618167286856,28.724884859601207
120,28582,224.95608547474808,237.70497529432959,80.30618650826025,29.91532565744434
125,29993,229.64499398904255,239.47374349219865,83.66633769233796,31.320777312130367
130,31372,233.25538892706507,240.8605543552246,86.82549925603352,32.66968921347076
135,32840,238.032304278145,242.8019599329093,90.23326401238513,34.11195870416061
140,34177,240.44438004887036,243.67234973219382,93.17479542637244,35.40884203317557
145,35546,243.22328598698368,244.70441939318127,96.18340742579717,36.737321495393594
150,36894,245.33225159604936,245.52752441875103,99.04973158425761,38.027416128295975
155,38284,247.8482738399844,246.56897758355944,101.9876851039871,39.35025253520877
160,39690,250.4349750428603,247.64393407376693,104.9332755803023,40.68459674414595
165,41163,253.72634871010692,249.0603195365669,108.01860515484067,42.07470621609601
170,42585,256.3547807422618,250.09400016881366,110.97029598613885,43.42941351030612
175,43935,257.34984553308067,250.6574660641336,113.57899153725239,44.678000814684594
180,45193,256.9061043847664,250.67904035855108,115.86358385845152,45.8254881717009
185,46421,255.954144839198,250.53683940341458,117.99802107595792,46.928945240780166
190,47845,258.1326031375046,251.43212112511836,120.72856961336413,48.237922796189615
195,49132,257.8981251369855,251.58022077396168,122.9511868601828,49.38452416112102
200,50442,258.4819508159613,251.83517006529186,125.30235293698438,50.58017470016395
205,51740,258.45940727342537,252.02073851855587,127.49895783346382,51.73042008952183
210,53113,260.42156473022203,252.5542388370109,130.0691639897,53.01168871406956
215,54431,260.2919115730007,252.80494747545154,132.19689755727805,54.15178723740924
220,55759,260.90821629527034,253.09167213070108,134.44152540717016,55.33653883999517
225,57212,262.626604442042,253.91960384357088,136.8870638869608,56.59450492735582
230,58504,262.76839732197226,254.0133378597939,138.9946673398463,57.745778955475956
235,59874,263.60246222044833,254.43437025436637,141.21288637810486,58.9394280880492
240,61161,262.89865620090904,254.49298639821748,143.09031623087353,60.02452542628926
245,62506,263.22658154517177,254.78339201292246,145.13836316100029,61.17120101468624
250,63888,265.03145243154484,255.21216036722655,147.46329552102057,62.41567870354238
255,65293,265.4766889120451,255.71372658177185,149.49856622725522,63.56905148652218
260,66800,268.82869179075954,256.5883242683167,152.10844736700085,64.91991200239706
265,67928,265.1164585606346,256.00158100015835,153.2702645406456,65.79237562610601
270,69261,264.96322699458045,256.19492396107177,155.0872432495629,66.88604387012964
275,70599,265.65378523594245,256.3991661362473,157.04608682223991,68.03127060659823
280,72011,266.72088964988546,256.8596890991312,159.06180770783297,69.20006943365148
285,73371,267.2709129447583,257.12170166775053,160.9549575083225,70.3324761167776
290,74468,263.8431440048849,256.46642008294594,162.00361182293565,71.18603361659986
295,75788,263.58383652753287,256.591378961458,163.633266777942,72.23541578035928
300,76939,261.0905146238705,256.14916950110626,164.76988090353927,73.1227519211686
305,78138,258.70060103008814,255.87828619032547,165.8678741946606,73.99852390249298
