# time,count,1 min rate,mean rate,5 min rate,15 min rate
5,0,0.0,0.0,0.0,0.0
10,450,6.956135927248874,44.32200217968575,1.437983517519278,0.48199322357398455
15,944,14.283574724816416,62.27344464014065,3.043930393734723,1.0255818945719573
20,1438,21.041134981130774,71.31444978600214,4.626639012082289,1.5672670321088058
25,1932,27.258390551473898,76.76196481527289,6.183187757944573,2.1059511516502116
30,2426,32.962550696217,80.39877153323032,7.710703306746292,2.640542848892989
35,2920,38.226622494613224,83.00470021932216,9.21627695349712,3.1732808572767426
40,3414,43.069802350935404,84.96334397557352,10.696965656702671,3.703067416120481
45,3909,47.50975180971574,86.50860545900841,12.149875019065806,4.228810846504241
50,4403,51.610693627577206,87.72707837814,13.582075611175792,4.75274960877227
55,4897,55.38374224182047,88.72432223250499,14.99060400966238,5.273785670661207
60,5391,58.85511454547991,89.55682896183806,16.375851481471024,5.7919351135723485
65,5886,62.04893124456069,90.27650813763472,17.738202826473387,6.307213929813585
70,6380,64.98738445989983,90.87923740204563,19.0780364843587,6.819638023092989
75,6875,67.70688304539631,91.41486232827933,20.39903034899398,7.330331239408691
80,7370,70.19295141250055,91.88368064182367,21.694884396300598,7.837087107284117
85,7864,72.48024472804147,92.28624523669811,22.969319860145863,8.341035470627103
90,8359,74.600647284698,92.65505426354697,24.22599646781127,8.843299913838505
95,8854,76.53552069664146,92.98543208967327,25.45859632889991,9.34167370529376
100,9348,78.3156901723148,93.27288476399319,26.670823106265082,9.837286430193975
105,9843,79.96951627257582,93.54204425821871,27.866319246597577,10.331261415666559
110,10338,81.47511862181501,93.78723059544289,29.038749864532832,10.821391674238823
115,10832,82.86033965388532,94.00199675016559,30.191801908858594,11.308806536681198
120,11327,84.15079564454282,94.20811805959362,31.329101388459314,11.79462907709999
125,11821,85.32208135399806,94.38926559819126,32.44429725185713,12.276652056403195
130,12316,86.3997162289175,94.56415881216613,33.541060548928826,12.756004555135927
135,12810,87.3911881765969,94.71877319623613,34.619695943198124,13.232701368166447
140,13305,88.30338640432099,94.86958957722585,35.68050306254361,13.7067572083972
145,13799,89.15864040584745,95.00386229909391,36.727082291666306,14.179294737617925
150,14294,89.9295209559671,95.13553677399467,37.753057378435436,14.648106306704358
155,14788,90.63876530045107,95.25200934678769,38.76207458860503,15.114320588440986
160,15283,91.30729271527512,95.36759846115746,39.757719920457234,15.579060002593529
165,15777,91.90637651223643,95.46999722763503,40.73360297322895,16.040116659354528
170,16271,92.45756021352561,95.56687219618254,41.69335609789823,16.498618992158722
175,16766,92.96467369933144,95.66378504741165,42.63724589872656,16.954581152349068
180,17260,93.4312406295303,95.74956388997171,43.5655345733946,17.408017212867943
185,17754,93.86050292771051,95.83107309507677,44.47847998583652,17.858941168691484
190,18249,94.25544330756216,95.91348614473445,45.37633573787055,18.307366937261527
195,18743,94.6347971152304,95.9863176847889,46.26265694888124,18.754416389314194
200,19237,94.96782835006978,96.05558002574827,47.131022849591176,19.197881089054142
205,19732,95.27423187758086,96.12633686214902,47.9850359244115,19.638888926953065
210,20226,95.55613673169016,96.1888443432059,48.82493340468772,20.077453514398997
215,20721,95.81550171817031,96.25307730292592,49.650948600676074,20.51358838737081
220,21215,96.07012014240591,96.31019495649512,50.46661667558917,20.948415037255014
225,21709,96.28838928441147,96.36462920476428,51.265497233824156,21.379724651008317
230,22204,96.48920658939963,96.42095286903928,52.05117345786135,21.808644743944477
235,22698,96.67396742921488,96.47062393366016,52.823863596148286,22.235188554372016
240,23193,96.84395560792913,96.52234656945227,53.58378228980296,22.659369247257217
