14:43:32	CPU	%user	%nice	%system	%iowait	%steal	%idle
14:50:45	all	1,64	0,00	0,88	0,25	0,00	97,23
14:50:46	all	4,03	0,00	2,14	0,00	0,00	93,83
14:50:47	all	2,64	0,00	2,02	0,00	0,00	95,34
14:50:48	all	1,89	0,00	1,13	0,13	0,00	96,85
14:50:49	all	3,15	0,00	2,52	0,00	0,00	94,33
14:50:50	all	1,38	0,00	1,51	0,25	0,00	96,86
14:50:51	all	3,15	0,00	2,14	0,00	0,00	94,70
14:50:52	all	1,52	0,00	0,88	0,00	0,00	97,60
14:50:53	all	3,52	0,00	2,01	0,00	0,00	94,47
14:50:54	all	1,51	0,00	1,89	0,00	0,00	96,60
14:50:55	all	2,77	0,00	1,51	0,25	0,00	95,46
14:50:56	all	3,27	0,00	2,52	0,00	0,00	94,21
14:50:57	all	1,51	0,00	1,13	0,00	0,00	97,36
14:50:58	all	3,27	0,00	2,26	0,00	0,00	94,47
14:50:59	all	2,53	0,00	0,76	0,00	0,00	96,70
14:51:00	all	3,51	0,00	2,76	0,38	0,00	93,36
14:51:01	all	1,13	0,00	1,26	0,00	0,00	97,61
14:51:02	all	3,52	0,00	2,14	0,00	0,00	94,34
14:51:03	all	1,89	0,00	2,40	0,00	0,00	95,71
14:51:04	all	2,39	0,00	1,01	0,00	0,00	96,60
14:51:05	all	3,52	0,00	2,39	0,25	0,00	93,84
14:51:06	all	1,01	0,00	0,88	0,00	0,00	98,10
14:51:07	all	3,28	0,00	1,89	0,00	0,00	94,82
14:51:08	all	1,26	0,00	1,26	0,00	0,00	97,49
14:51:09	all	3,03	0,00	2,28	0,00	0,00	94,69
14:51:10	all	1,39	0,00	1,14	0,38	0,00	97,10
14:51:11	all	3,14	0,00	1,89	0,00	0,00	94,97
14:51:12	all	3,15	0,00	2,02	0,00	0,00	94,84
14:51:13	all	1,76	0,00	1,13	0,00	0,00	97,10
14:51:14	all	3,40	0,00	2,14	0,00	0,00	94,47
14:51:15	all	1,26	0,00	1,14	0,25	0,00	97,35
14:51:16	all	4,02	0,00	1,88	0,00	0,00	94,10
14:51:17	all	1,13	0,00	1,63	0,00	0,00	97,24
14:51:18	all	3,03	0,00	2,40	0,00	0,00	94,58
14:51:19	all	1,38	0,00	2,39	0,13	0,00	96,10
14:51:20	all	3,15	0,00	1,01	0,13	0,00	95,71
14:51:21	all	3,65	0,00	2,14	0,00	0,00	94,21
14:51:22	all	1,76	0,00	1,01	0,00	0,00	97,23
14:51:23	all	3,14	0,00	2,39	0,13	0,00	94,35
14:51:24	all	1,64	0,00	0,88	0,00	0,00	97,48
14:51:25	all	3,16	0,00	2,27	0,13	0,00	94,44
14:51:26	all	1,01	0,00	1,01	0,00	0,00	97,98
14:51:27	all	3,02	0,00	2,64	0,13	0,00	94,21
14:51:28	all	1,90	0,00	2,15	0,00	0,00	95,95
14:51:29	all	2,14	0,00	1,26	0,13	0,00	96,47
14:51:30	all	3,03	0,00	2,40	0,13	0,00	94,45
14:51:31	all	1,01	0,00	1,01	0,13	0,00	97,85
14:51:32	all	2,77	0,00	2,77	0,00	0,00	94,46
14:51:33	all	3,79	0,00	2,28	0,00	0,00	93,93
14:51:34	all	3,40	0,00	2,27	0,00	0,00	94,33
14:51:35	all	1,63	0,00	1,76	0,38	0,00	96,24
14:51:36	all	2,90	0,00	1,89	0,00	0,00	95,21
14:51:37	all	2,53	0,00	2,28	0,00	0,00	95,20
14:51:38	all	1,14	0,00	1,14	0,00	0,00	97,72
14:51:39	all	3,51	0,00	2,26	0,13	0,00	94,10
14:51:40	all	1,13	0,00	0,88	0,25	0,00	97,73
14:51:41	all	2,89	0,00	2,52	0,00	0,00	94,59
14:51:42	all	1,26	0,00	0,88	0,00	0,00	97,85
14:51:43	all	3,27	0,00	2,26	0,00	0,00	94,47
14:51:44	all	1,76	0,00	2,14	0,00	0,00	96,10
14:51:45	all	2,53	0,00	1,26	0,25	0,00	95,96
14:51:46	all	3,28	0,00	2,02	0,00	0,00	94,70
14:51:47	all	1,14	0,00	1,26	0,00	0,00	97,60
14:51:48	all	3,40	0,00	2,02	0,00	0,00	94,58
14:51:49	all	1,14	0,00	1,01	0,00	0,00	97,85
14:51:50	all	3,15	0,00	2,39	0,25	0,00	94,21
14:51:51	all	1,26	0,00	1,13	0,00	0,00	97,60
14:51:52	all	2,77	0,00	2,27	0,13	0,00	94,84
14:51:53	all	2,76	0,00	2,63	0,00	0,00	94,61
14:51:54	all	2,01	0,00	1,50	0,00	0,00	96,49
14:51:55	all	3,40	0,00	2,39	0,25	0,00	93,96
14:51:56	all	1,14	0,00	1,01	0,00	0,00	97,85
14:51:57	all	3,88	0,00	2,26	0,00	0,00	93,86
14:51:58	all	0,76	0,00	1,14	0,13	0,00	97,98
14:51:59	all	3,25	0,00	2,63	0,00	0,00	94,12
14:52:00	all	1,26	0,00	1,90	0,13	0,00	96,71
14:52:01	all	3,14	0,00	1,51	0,00	0,00	95,36
14:52:02	all	3,03	0,00	2,40	0,00	0,00	94,58
14:52:03	all	1,38	0,00	1,38	0,00	0,00	97,24
14:52:04	all	3,40	0,00	2,39	0,13	0,00	94,09
14:52:05	all	1,52	0,00	0,88	0,13	0,00	97,47
14:52:06	all	3,15	0,00	2,39	0,00	0,00	94,46
14:52:07	all	1,13	0,00	1,63	0,00	0,00	97,24
14:52:08	all	3,14	0,00	2,39	0,00	0,00	94,47
14:52:09	all	1,52	0,00	2,28	0,00	0,00	96,21
14:52:10	all	2,53	0,00	1,14	0,25	0,00	96,08
14:52:11	all	3,65	0,00	2,02	0,00	0,00	94,33
14:52:12	all	1,26	0,00	1,38	0,13	0,00	97,23
14:52:13	all	3,40	0,00	2,26	0,00	0,00	94,34
14:52:14	all	1,51	0,00	0,88	0,13	0,00	97,48
14:52:15	all	2,91	0,00	2,40	0,13	0,00	94,56
14:52:16	all	1,26	0,00	1,14	0,13	0,00	97,47
14:52:17	all	3,27	0,00	2,02	0,00	0,00	94,71
14:52:18	all	2,90	0,00	2,14	0,00	0,00	94,96
14:52:19	all	2,02	0,00	0,76	0,00	0,00	97,22
14:52:20	all	3,78	0,00	1,76	0,25	0,00	94,21
14:52:21	all	1,26	0,00	1,26	0,00	0,00	97,48
14:52:22	all	3,40	0,00	2,14	0,00	0,00	94,46
14:52:23	all	1,39	0,00	1,01	0,00	0,00	97,61
14:52:24	all	3,27	0,00	2,02	0,13	0,00	94,58
14:52:25	all	1,01	0,00	2,28	0,13	0,00	96,59
14:52:26	all	3,02	0,00	1,38	0,13	0,00	95,48
14:52:27	all	3,52	0,00	2,01	0,00	0,00	94,47
14:52:28	all	1,13	0,00	1,13	0,00	0,00	97,73
14:52:29	all	3,53	0,00	1,89	0,00	0,00	94,58
14:52:30	all	1,39	0,00	1,13	0,13	0,00	97,36
14:52:31	all	3,15	0,00	2,27	0,00	0,00	94,58
14:52:32	all	1,01	0,00	1,01	0,00	0,00	97,98
14:52:33	all	3,03	0,00	2,14	0,00	0,00	94,83
14:52:34	all	2,77	0,00	1,89	0,00	0,00	95,34
14:52:35	all	1,77	0,00	1,01	0,25	0,00	96,97
14:52:36	all	3,28	0,00	2,02	0,00	0,00	94,70
14:52:37	all	1,51	0,00	1,13	0,00	0,00	97,36
14:52:38	all	3,54	0,00	1,64	0,00	0,00	94,82
14:52:39	all	1,26	0,00	1,26	0,00	0,00	97,48
14:52:40	all	3,28	0,00	2,14	0,38	0,00	94,20
14:52:41	all	1,26	0,00	2,02	0,00	0,00	96,73
14:52:42	all	2,77	0,00	1,51	0,00	0,00	95,71
14:52:43	all	3,15	0,00	2,39	0,00	0,00	94,46
14:52:44	all	1,26	0,00	0,88	0,00	0,00	97,85
14:52:45	all	3,02	0,00	2,27	0,38	0,00	94,33
14:52:46	all	0,76	0,00	0,89	0,00	0,00	98,35
14:52:47	all	3,64	0,00	2,26	0,00	0,00	94,10
14:52:48	all	1,39	0,00	1,13	0,00	0,00	97,48
14:52:49	all	3,15	0,00	2,52	0,00	0,00	94,33
14:52:50	all	2,02	0,00	2,27	0,25	0,00	95,47
14:52:51	all	2,77	0,00	0,88	0,13	0,00	96,23
14:52:52	all	3,03	0,00	2,40	0,00	0,00	94,58
14:52:53	all	1,01	0,00	1,26	0,00	0,00	97,72
14:52:54	all	3,53	0,00	2,02	0,00	0,00	94,45
14:52:55	all	2,02	0,00	1,13	0,25	0,00	96,60
14:52:56	all	3,53	0,00	1,64	0,00	0,00	94,83
14:52:57	all	1,01	0,00	1,52	0,00	0,00	97,47
14:52:58	all	3,16	0,00	1,64	0,00	0,00	95,20
14:52:59	all	3,91	0,00	1,89	0,13	0,00	94,07
14:53:00	all	1,76	0,00	1,38	0,25	0,00	96,61
14:53:01	all	3,53	0,00	2,02	0,00	0,00	94,45
14:53:02	all	1,01	0,00	1,01	0,00	0,00	97,98
14:53:03	all	3,14	0,00	2,76	0,13	0,00	93,98
14:53:04	all	1,01	0,00	1,01	0,00	0,00	97,98
14:53:05	all	2,65	0,00	2,65	0,13	0,00	94,57
14:53:06	all	1,64	0,00	2,02	0,00	0,00	96,35
14:53:07	all	2,89	0,00	1,26	0,13	0,00	95,73
14:53:08	all	3,27	0,00	2,26	0,00	0,00	94,47
14:53:09	all	1,64	0,00	0,88	0,00	0,00	97,48
14:53:10	all	3,39	0,00	2,39	0,25	0,00	93,97
14:53:11	all	1,64	0,00	0,76	0,00	0,00	97,61
14:53:12	all	2,66	0,00	2,53	0,00	0,00	94,81
14:53:13	all	1,13	0,00	1,01	0,00	0,00	97,86
14:53:14	all	3,14	0,00	2,26	0,13	0,00	94,47
14:53:15	all	2,52	0,00	2,39	0,13	0,00	94,97
14:53:16	all	1,77	0,00	1,01	0,00	0,00	97,22
14:53:17	all	3,65	0,00	1,89	0,00	0,00	94,46
14:53:18	all	0,88	0,00	1,14	0,00	0,00	97,98
14:53:19	all	3,52	0,00	2,14	0,00	0,00	94,35
14:53:20	all	1,01	0,00	0,88	0,25	0,00	97,85
14:53:21	all	2,78	0,00	2,53	0,00	0,00	94,70
14:53:22	all	1,01	0,00	1,90	0,13	0,00	96,97
14:53:23	all	2,77	0,00	1,51	0,00	0,00	95,71
14:53:24	all	3,87	0,00	2,37	0,00	0,00	93,76
14:53:25	all	1,39	0,00	1,26	0,38	0,00	96,98
14:53:26	all	3,64	0,00	2,01	0,13	0,00	94,22
14:53:27	all	1,52	0,00	0,88	0,00	0,00	97,60
14:53:28	all	3,40	0,00	2,27	0,00	0,00	94,33
14:53:29	all	1,01	0,00	0,89	0,00	0,00	98,10
14:53:30	all	3,26	0,00	2,38	0,38	0,00	93,98
14:53:31	all	2,27	0,00	2,14	0,00	0,00	95,59
14:53:32	all	2,51	0,00	1,25	0,00	0,00	96,24
14:53:33	all	3,40	0,00	2,39	0,00	0,00	94,21
14:53:34	all	1,26	0,00	0,88	0,00	0,00	97,86
14:53:35	all	3,39	0,00	2,51	0,25	0,00	93,85
14:53:36	all	1,13	0,00	0,76	0,00	0,00	98,11
14:53:37	all	2,76	0,00	2,38	0,00	0,00	94,86
14:53:38	all	1,39	0,00	1,39	0,13	0,00	97,10
14:53:39	all	3,14	0,00	1,26	0,00	0,00	95,60
14:53:40	all	3,02	0,00	2,02	0,25	0,00	94,71
14:53:41	all	1,39	0,00	0,76	0,00	0,00	97,86
14:53:42	all	3,50	0,00	2,38	0,13	0,00	93,99
14:53:43	all	1,38	0,00	1,01	0,00	0,00	97,61
14:53:44	all	3,02	0,00	2,14	0,00	0,00	94,84
14:53:45	all	1,13	0,00	1,01	0,13	0,00	97,74
14:53:46	all	2,52	0,00	2,27	0,13	0,00	95,09
14:53:47	all	1,76	0,00	2,26	0,00	0,00	95,98
14:53:48	all	2,77	0,00	0,63	0,00	0,00	96,60
14:53:49	all	2,90	0,00	2,27	0,00	0,00	94,84
14:53:50	all	1,52	0,00	0,38	0,25	0,00	97,85
14:53:51	all	2,65	0,00	2,40	0,00	0,00	94,95
14:53:52	all	1,01	0,00	0,63	0,00	0,00	98,36
14:53:53	all	2,77	0,00	2,14	0,00	0,00	95,09
14:53:54	all	1,01	0,00	1,26	0,00	0,00	97,72
14:53:55	all	2,76	0,00	1,88	0,38	0,00	94,97
14:53:56	all	2,64	0,00	2,27	0,00	0,00	95,09
14:53:57	all	1,26	0,00	1,01	0,00	0,00	97,73
14:53:58	all	3,16	0,00	1,89	0,00	0,00	94,95
14:53:59	all	1,01	0,00	0,76	0,00	0,00	98,23
14:54:00	all	3,66	0,00	1,39	0,38	0,00	94,58
14:54:01	all	1,14	0,00	0,63	0,00	0,00	98,23
14:54:02	all	2,66	0,00	1,90	0,00	0,00	95,44
14:54:03	all	1,88	0,00	2,13	0,13	0,00	95,86
14:54:04	all	2,52	0,00	1,13	0,00	0,00	96,35
14:54:05	all	3,63	0,00	2,13	0,25	0,00	93,98
14:54:06	all	1,39	0,00	0,88	0,00	0,00	97,73
14:54:07	all	3,52	0,00	1,76	0,00	0,00	94,72
14:54:08	all	1,01	0,00	0,76	0,00	0,00	98,23
14:54:09	all	3,40	0,00	1,89	0,13	0,00	94,59
14:54:10	all	1,14	0,00	0,88	0,13	0,00	97,85
14:54:11	all	3,26	0,00	1,88	0,00	0,00	94,86
14:54:12	all	2,64	0,00	2,14	0,00	0,00	95,21
14:54:13	all	2,13	0,00	0,63	0,00	0,00	97,24
14:54:14	all	3,04	0,00	1,77	0,00	0,00	95,19
14:54:15	all	1,51	0,00	0,76	0,13	0,00	97,60
14:54:16	all	3,14	0,00	2,01	0,00	0,00	94,84
14:54:17	all	0,88	0,00	0,88	0,00	0,00	98,23
14:54:18	all	3,26	0,00	2,13	0,00	0,00	94,61
14:54:19	all	1,77	0,00	1,77	0,00	0,00	96,47
14:54:20	all	2,77	0,00	1,01	0,13	0,00	96,10
14:54:21	all	3,63	0,00	2,25	0,00	0,00	94,12
14:54:22	all	1,14	0,00	0,76	0,13	0,00	97,98
14:54:23	all	3,03	0,00	2,27	0,00	0,00	94,70
14:54:24	all	1,13	0,00	1,01	0,00	0,00	97,86
14:54:25	all	2,90	0,00	2,14	0,38	0,00	94,58
14:54:26	all	1,26	0,00	1,01	0,00	0,00	97,74
14:54:27	all	3,38	0,00	1,75	0,13	0,00	94,74
14:54:28	all	2,64	0,00	2,14	0,00	0,00	95,22
14:54:29	all	1,76	0,00	0,88	0,00	0,00	97,36
14:54:30	all	3,52	0,00	2,01	0,25	0,00	94,22
14:54:31	all	1,75	0,00	1,00	0,00	0,00	97,24
14:54:32	all	3,41	0,00	1,64	0,00	0,00	94,95
14:54:33	all	1,01	0,00	1,13	0,00	0,00	97,86
14:54:34	all	3,27	0,00	1,76	0,00	0,00	94,97
14:54:35	all	1,89	0,00	1,89	0,38	0,00	95,85
14:54:36	all	2,65	0,00	1,01	0,00	0,00	96,34
14:54:37	all	3,40	0,00	1,77	0,00	0,00	94,83
14:54:38	all	1,38	0,00	0,88	0,13	0,00	97,61
14:54:39	all	3,52	0,00	2,14	0,00	0,00	94,35
14:54:40	all	1,13	0,00	0,88	0,25	0,00	97,74
14:54:41	all	3,27	0,00	1,89	0,00	0,00	94,84
14:54:42	all	0,88	0,00	0,88	0,13	0,00	98,11
14:54:43	all	3,14	0,00	2,01	0,00	0,00	94,84
14:54:44	all	2,51	0,00	2,26	0,00	0,00	95,23
14:54:45	all	1,89	0,00	0,76	0,25	0,00	97,10
14:54:46	all	3,52	0,00	2,01	0,00	0,00	94,47
14:54:47	all	1,13	0,00	0,76	0,00	0,00	98,11
14:54:48	all	3,14	0,00	2,01	0,00	0,00	94,84
14:54:49	all	0,89	0,00	0,63	0,00	0,00	98,48
14:54:50	all	3,27	0,00	2,01	0,13	0,00	94,60
14:54:51	all	1,51	0,00	1,64	0,00	0,00	96,86
14:54:52	all	2,52	0,00	1,39	0,00	0,00	96,10
14:54:53	all	3,14	0,00	2,26	0,00	0,00	94,60
14:54:54	all	0,88	0,00	1,39	0,00	0,00	97,73
14:54:55	all	3,53	0,00	1,77	0,13	0,00	94,58
14:54:56	all	1,39	0,00	0,63	0,00	0,00	97,98
14:54:57	all	2,90	0,00	2,02	0,00	0,00	95,08
14:54:58	all	0,88	0,00	1,13	0,13	0,00	97,86
14:54:59	all	4,17	0,00	1,89	0,00	0,00	93,94
14:55:00	all	2,27	0,00	2,14	0,25	0,00	95,34
14:55:01	all	2,15	0,00	0,38	0,00	0,00	97,47
14:55:02	all	3,01	0,00	2,51	0,13	0,00	94,36
14:55:03	all	1,26	0,00	0,88	0,00	0,00	97,86
14:55:04	all	3,14	0,00	2,26	0,00	0,00	94,60
14:55:05	all	1,01	0,00	1,26	0,13	0,00	97,61
14:55:06	all	3,52	0,00	2,01	0,13	0,00	94,35
14:55:07	all	1,88	0,00	1,63	0,00	0,00	96,49
14:55:08	all	2,52	0,00	1,51	0,00	0,00	95,97
14:55:09	all	3,90	0,00	1,76	0,00	0,00	94,34
14:55:10	all	2,01	0,00	1,00	0,38	0,00	96,61
14:55:11	all	3,02	0,00	2,14	0,00	0,00	94,84
14:55:12	all	1,26	0,00	0,76	0,00	0,00	97,98
14:55:13	all	3,27	0,00	2,14	0,00	0,00	94,58
14:55:14	all	1,38	0,00	0,88	0,13	0,00	97,61
14:55:15	all	2,90	0,00	1,89	0,00	0,00	95,21
14:55:16	all	6,16	0,00	2,52	0,13	0,00	91,19
14:55:17	all	3,89	0,00	1,25	0,00	0,00	94,86
14:55:18	all	3,16	0,00	1,90	0,00	0,00	94,94
14:55:19	all	1,50	0,00	1,13	0,00	0,00	97,37
14:55:20	all	3,38	0,00	2,51	0,13	0,00	93,98
14:55:21	all	1,51	0,00	0,75	0,13	0,00	97,61
14:55:22	all	3,03	0,00	1,89	0,00	0,00	95,08
14:55:23	all	1,38	0,00	0,88	0,13	0,00	97,61
14:55:24	all	3,27	0,00	1,89	0,00	0,00	94,84
14:55:25	all	2,38	0,00	2,38	0,00	0,00	95,23
14:55:26	all	1,89	0,00	0,63	0,00	0,00	97,47
14:55:27	all	3,62	0,00	2,50	0,00	0,00	93,88
14:55:28	all	1,63	0,00	0,88	0,00	0,00	97,49
14:55:29	all	3,64	0,00	1,88	0,00	0,00	94,47
14:55:30	all	1,01	0,00	1,01	0,13	0,00	97,86
14:55:31	all	3,26	0,00	2,26	0,00	0,00	94,49
14:55:32	all	1,26	0,00	1,89	0,00	0,00	96,86
14:55:33	all	2,76	0,00	1,63	0,00	0,00	95,60
14:55:34	all	3,27	0,00	2,14	0,00	0,00	94,60
14:55:35	all	1,01	0,00	0,88	0,38	0,00	97,73
14:55:36	all	3,15	0,00	2,02	0,00	0,00	94,83
14:55:37	all	1,38	0,00	1,13	0,00	0,00	97,49
14:55:38	all	2,90	0,00	1,89	0,00	0,00	95,21
14:55:39	all	1,13	0,00	1,01	0,00	0,00	97,86
14:55:40	all	3,02	0,00	2,26	0,38	0,00	94,35
14:55:41	all	1,77	0,00	2,15	0,00	0,00	96,09
14:55:42	all	1,89	0,00	1,13	0,00	0,00	96,97
14:55:43	all	3,15	0,00	2,27	0,00	0,00	94,58
14:55:44	all	1,38	0,00	0,88	0,00	0,00	97,74
14:55:45	all	2,90	0,00	2,27	0,38	0,00	94,44
14:55:46	all	1,01	0,00	0,76	0,00	0,00	98,23
14:55:47	all	3,63	0,00	1,88	0,13	0,00	94,36
14:55:48	all	1,38	0,00	1,51	0,00	0,00	97,11
14:55:49	all	3,27	0,00	1,51	0,00	0,00	95,23
14:55:50	all	2,65	0,00	2,27	0,13	0,00	94,95
14:55:51	all	1,51	0,00	1,01	0,00	0,00	97,49
14:55:52	all	3,27	0,00	1,89	0,00	0,00	94,84
14:55:53	all	0,88	0,00	0,88	0,00	0,00	98,23
14:55:54	all	3,02	0,00	2,14	0,00	0,00	94,84
14:55:55	all	0,76	0,00	0,88	0,25	0,00	98,10
14:55:56	all	2,90	0,00	2,02	0,00	0,00	95,08
14:55:57	all	1,38	0,00	2,39	0,13	0,00	96,10
14:55:58	all	2,77	0,00	0,76	0,00	0,00	96,47
14:55:59	all	3,52	0,00	2,14	0,13	0,00	94,22
14:56:00	all	1,26	0,00	1,26	0,13	0,00	97,36
14:56:01	all	3,14	0,00	2,13	0,13	0,00	94,60
14:56:02	all	1,13	0,00	0,88	0,00	0,00	97,99
14:56:03	all	3,03	0,00	1,89	0,00	0,00	95,08
14:56:04	all	1,01	0,00	1,39	0,00	0,00	97,60
14:56:05	all	3,03	0,00	1,39	0,13	0,00	95,46
14:56:06	all	2,78	0,00	1,89	0,13	0,00	95,20
14:56:07	all	1,64	0,00	1,01	0,00	0,00	97,36
14:56:08	all	3,14	0,00	2,01	0,00	0,00	94,84
14:56:09	all	0,88	0,00	0,76	0,00	0,00	98,36
14:56:10	all	3,15	0,00	1,89	0,00	0,00	94,96
14:56:11	all	1,13	0,00	0,76	0,00	0,00	98,11
14:56:12	all	2,90	0,00	2,14	0,13	0,00	94,83
14:56:13	all	1,39	0,00	1,65	0,00	0,00	96,96
14:56:14	all	3,14	0,00	1,00	0,00	0,00	95,86
14:56:15	all	3,03	0,00	2,14	0,13	0,00	94,70
14:56:16	all	1,76	0,00	0,63	0,00	0,00	97,61
14:56:17	all	3,27	0,00	2,01	0,00	0,00	94,72
14:56:18	all	0,76	0,00	1,01	0,00	0,00	98,23
14:56:19	all	7,01	0,00	2,50	0,00	0,00	90,49
14:56:20	all	1,26	0,00	1,38	0,38	0,00	96,98
14:56:21	all	2,77	0,00	1,89	0,00	0,00	95,33
14:56:22	all	2,64	0,00	2,14	0,00	0,00	95,22
14:56:23	all	1,88	0,00	1,13	0,00	0,00	96,99
14:56:24	all	3,53	0,00	1,76	0,00	0,00	94,71
14:56:25	all	1,25	0,00	1,13	0,25	0,00	97,37
14:56:26	all	2,52	0,00	2,64	0,00	0,00	94,84
14:56:27	all	1,01	0,00	1,01	0,00	0,00	97,99
14:56:28	all	2,89	0,00	2,51	0,00	0,00	94,60
14:56:29	all	2,39	0,00	1,76	0,00	0,00	95,85
14:56:30	all	2,77	0,00	1,26	0,38	0,00	95,59
14:56:31	all	3,39	0,00	1,88	0,00	0,00	94,73
14:56:32	all	1,13	0,00	0,76	0,00	0,00	98,11
14:56:33	all	3,14	0,00	2,01	0,00	0,00	94,85
14:56:34	all	1,13	0,00	0,63	0,00	0,00	98,23
14:56:35	all	3,39	0,00	2,01	0,13	0,00	94,48
14:56:36	all	1,01	0,00	0,76	0,13	0,00	98,11
14:56:37	all	3,14	0,00	2,13	0,00	0,00	94,73
14:56:38	all	2,76	0,00	1,63	0,13	0,00	95,48
14:56:39	all	1,76	0,00	0,88	0,00	0,00	97,36
14:56:40	all	3,65	0,00	1,64	0,13	0,00	94,59
14:56:41	all	1,76	0,00	0,50	0,00	0,00	97,73
14:56:42	all	3,03	0,00	1,77	0,00	0,00	95,20
14:56:43	all	1,26	0,00	0,75	0,00	0,00	97,99
14:56:44	all	3,15	0,00	1,64	0,13	0,00	95,09
14:56:45	all	1,39	0,00	1,76	0,25	0,00	96,60
14:56:46	all	2,90	0,00	0,76	0,00	0,00	96,35
14:56:47	all	3,39	0,00	1,88	0,00	0,00	94,72
14:56:48	all	1,39	0,00	0,76	0,00	0,00	97,86
14:56:49	all	3,28	0,00	1,89	0,00	0,00	94,82
14:56:50	all	1,51	0,00	0,88	0,13	0,00	97,48
14:56:51	all	3,15	0,00	1,89	0,00	0,00	94,96
14:56:52	all	1,01	0,00	0,75	0,13	0,00	98,11
14:56:53	all	3,14	0,00	1,88	0,00	0,00	94,97
14:56:54	all	2,63	0,00	1,88	0,00	0,00	95,48
14:56:55	all	2,14	0,00	0,63	0,25	0,00	96,97
14:56:56	all	3,38	0,00	2,26	0,00	0,00	94,36
14:56:57	all	1,14	0,00	0,76	0,00	0,00	98,11
14:56:58	all	2,53	0,00	2,27	0,00	0,00	95,20
14:56:59	all	2,51	0,00	0,75	0,13	0,00	96,61
14:57:00	all	3,52	0,00	1,76	0,13	0,00	94,59
14:57:01	all	1,14	0,00	1,39	0,00	0,00	97,47
14:57:02	all	2,64	0,00	1,26	0,00	0,00	96,10
14:57:03	all	3,39	0,00	2,14	0,00	0,00	94,47
14:57:04	all	1,13	0,00	0,63	0,00	0,00	98,23
14:57:05	all	3,15	0,00	2,02	0,38	0,00	94,46
14:57:06	all	1,01	0,00	0,76	0,00	0,00	98,24
14:57:07	all	3,14	0,00	1,89	0,00	0,00	94,97
14:57:08	all	1,01	0,00	0,88	0,00	0,00	98,12
14:57:09	all	2,65	0,00	1,90	0,00	0,00	95,45
14:57:10	all	2,01	0,00	2,01	0,25	0,00	95,73
14:57:11	all	2,39	0,00	1,13	0,00	0,00	96,48
14:57:12	all	3,16	0,00	1,77	0,00	0,00	95,07
14:57:13	all	1,63	0,00	0,75	0,13	0,00	97,49
14:57:14	all	3,39	0,00	1,63	0,00	0,00	94,97
14:57:15	all	1,25	0,00	1,25	0,25	0,00	97,25
14:57:16	all	3,03	0,00	1,52	0,00	0,00	95,45
14:57:17	all	1,26	0,00	1,01	0,00	0,00	97,73
14:57:18	all	2,52	0,00	1,76	0,00	0,00	95,72
14:57:19	all	3,02	0,00	2,01	0,13	0,00	94,85
14:57:20	all	1,26	0,00	0,76	0,25	0,00	97,73
14:57:21	all	3,27	0,00	1,88	0,00	0,00	94,85
14:57:22	all	0,88	0,00	0,63	0,00	0,00	98,48
14:57:23	all	2,64	0,00	2,02	0,00	0,00	95,34
14:57:24	all	0,88	0,00	0,76	0,00	0,00	98,36
14:57:25	all	3,26	0,00	2,01	0,38	0,00	94,35
14:57:26	all	1,63	0,00	2,39	0,00	0,00	95,98
14:57:27	all	2,52	0,00	0,76	0,00	0,00	96,73
14:57:28	all	3,51	0,00	2,01	0,00	0,00	94,48
14:57:29	all	1,26	0,00	0,63	0,00	0,00	98,11
14:57:30	all	3,14	0,00	2,01	0,25	0,00	94,60
14:57:31	all	0,76	0,00	0,88	0,00	0,00	98,36
14:57:32	all	3,27	0,00	1,64	0,00	0,00	95,09
14:57:33	all	1,26	0,00	1,13	0,00	0,00	97,60
14:57:34	all	2,77	0,00	1,26	0,13	0,00	95,84
14:57:35	all	3,27	0,00	1,89	0,13	0,00	94,72
14:57:36	all	1,51	0,00	0,75	0,13	0,00	97,61
14:57:37	all	3,14	0,00	2,14	0,00	0,00	94,72
14:57:38	all	1,27	0,00	0,38	0,00	0,00	98,35
14:57:39	all	3,38	0,00	2,01	0,00	0,00	94,61
14:57:40	all	1,01	0,00	0,63	0,00	0,00	98,36
14:57:41	all	2,77	0,00	2,14	0,00	0,00	95,09
14:57:42	all	2,14	0,00	1,76	0,13	0,00	95,97
14:57:43	all	2,63	0,00	1,13	0,00	0,00	96,25
14:57:44	all	4,01	0,00	1,75	0,00	0,00	94,24
14:57:45	all	1,14	0,00	0,63	0,25	0,00	97,98
14:57:46	all	3,77	0,00	1,26	0,00	0,00	94,97
14:57:47	all	1,01	0,00	0,63	0,00	0,00	98,36
14:57:48	all	3,14	0,00	1,89	0,13	0,00	94,84
14:57:49	all	1,38	0,00	1,13	0,00	0,00	97,49
14:57:50	all	2,65	0,00	1,64	0,13	0,00	95,59
14:57:51	all	2,89	0,00	2,01	0,00	0,00	95,10
14:57:52	all	1,38	0,00	1,01	0,13	0,00	97,48
14:57:53	all	2,89	0,00	2,26	0,00	0,00	94,85
14:57:54	all	0,63	0,00	0,76	0,00	0,00	98,61
14:57:55	all	3,02	0,00	2,26	0,25	0,00	94,47
14:57:56	all	0,51	0,00	1,01	0,13	0,00	98,36
14:57:57	all	3,03	0,00	1,77	0,00	0,00	95,21
14:57:58	all	1,26	0,00	2,02	0,00	0,00	96,72
14:57:59	all	2,52	0,00	1,01	0,00	0,00	96,47
14:58:00	all	3,52	0,00	1,89	0,25	0,00	94,34
