id,timeInit,timeFinal,time (ns),time (ms),
448,26407987394928,26689062544908,281075149980,281075.14998,281.07514998
449,26407987432347,26690065054273,282077621926,282077.621926,282.077621926
450,26407987469891,26691067707636,283080237745,283080.237745,283.080237745
451,26407987507315,26692068761651,284081254336,284081.254336,284.081254336
452,26407987544607,26693071505416,285083960809,285083.960809,285.083960809
453,26407987581979,26694074103267,286086521288,286086.521288,286.086521288
454,26407987619531,26695076597820,287088978289,287088.978289,287.088978289
455,26407987657456,26696079216013,288091558557,288091.558557,288.091558557
456,26407987695639,26697081768005,289094072366,289094.072366,289.094072366
457,26407987733394,26698084271007,290096537613,290096.537613,290.096537613
458,26407987771041,26699086719620,291098948579,291098.948579,291.098948579
459,26407987808315,26700089302012,292101493697,292101.493697,292.101493697
460,26407987846059,26701091991340,293104145281,293104.145281,293.104145281
461,26407987889301,26702094537500,294106648199,294106.648199,294.106648199
462,26407987927682,26703097124938,295109197256,295109.197256,295.109197256
463,26407987965216,26704099723185,296111757969,296111.757969,296.111757969
464,26407988020884,26705101944453,297113923569,297113.923569,297.113923569
465,26407988061308,26706104547697,298116486389,298116.486389,298.116486389
466,26407988099613,26707107132238,299119032625,299119.032625,299.119032625
467,26407988137349,26708109552793,300121415444,300121.415444,300.121415444
468,26407988174860,26709112197200,301124022340,301124.02234,301.12402234
469,26407988212766,26710114770802,302126558036,302126.558036,302.126558036
470,26407988250625,26539679581441,131691330816,131691.330816,131.691330816
471,26407988288207,26540682102408,132693814201,132693.814201,132.693814201
472,26407988325619,26541684656872,133696331253,133696.331253,133.696331253
473,26407988362975,26542687130692,134698767717,134698.767717,134.698767717
474,26407988400423,26543689749165,135701348742,135701.348742,135.701348742
475,26407988438147,26544692430296,136703992149,136703.992149,136.703992149
476,26407988475815,26545694985335,137706509520,137706.50952,137.70650952
477,26407988513388,26546697517473,138709004085,138709.004085,138.709004085
478,26407988551157,26547699990607,139711439450,139711.43945,139.71143945
479,26407988588682,26548702659980,140714071298,140714.071298,140.714071298
480,26407988626773,26549705167873,141716541100,141716.5411,141.7165411
481,26407988664395,26550707792134,142719127739,142719.127739,142.719127739
482,26407988701892,26551708887220,143720185328,143720.185328,143.720185328
483,26407988739699,26552711503087,144722763388,144722.763388,144.722763388
484,26407988777215,26553714098263,145725321048,145725.321048,145.725321048
485,26407988814714,26554716561580,146727746866,146727.746866,146.727746866
486,26407988852606,26555719192666,147730340060,147730.34006,147.73034006
487,26407988890268,26556721651368,148732761100,148732.7611,148.7327611
488,26407988927989,26557724302921,149735374932,149735.374932,149.735374932
489,26407988965409,26558726935215,150737969806,150737.969806,150.737969806
490,26407989002930,26559729372924,151740369994,151740.369994,151.740369994
491,26407989040433,26560731690155,152742649722,152742.649722,152.742649722
492,26407989077716,26561734347321,153745269605,153745.269605,153.745269605
493,26407989115028,26562736803371,154747688343,154747.688343,154.747688343
494,26407989152516,26563739335568,155750183052,155750.183052,155.750183052
495,26407989190259,26564741786001,156752595742,156752.595742,156.752595742
496,26407989227713,26565744286248,157755058535,157755.058535,157.755058535
497,26407989265267,26566746973445,158757708178,158757.708178,158.757708178
498,26407989302971,26567749568039,159760265068,159760.265068,159.760265068
499,26407989340561,26610872177440,202882836879,202882.836879,202.882836879
500,26407989378117,26642949215705,234959837588,234959.837588,234.959837588
