18:48:38,CPU,%user,%nice,%system,%iowait,%steal,%idle,%real
18:56:18,all,0.19,0,0.28,0,0,99.53,0.47
18:56:19,all,0.19,0,0.19,0,0,99.62,0.38
18:56:20,all,0.13,0,0.31,0,0,99.56,0.44
18:56:21,all,0.19,0,0.22,0,0,99.59,0.41
18:56:22,all,0.19,0,0.16,0,0,99.66,0.34
18:56:23,all,0.13,0,0.22,0,0,99.66,0.34
18:56:24,all,0.09,0,0.22,0,0,99.69,0.31
18:56:25,all,0.19,0,0.25,0,0,99.56,0.44
18:56:26,all,0.25,0,0.25,0,0,99.5,0.5
18:56:27,all,0.41,0,0.22,0,0,99.37,0.63
18:56:28,all,0.19,0,0.19,0,0,99.62,0.38
18:56:29,all,0.19,0,0.28,0,0,99.53,0.47
18:56:30,all,0.16,0,0.22,0,0,99.62,0.38
18:56:31,all,0.13,0,0.19,0,0,99.69,0.31
18:56:32,all,0.16,0,0.16,0,0,99.69,0.31
18:56:33,all,0.13,0,0.34,0,0,99.53,0.47
18:56:34,all,0.25,0,0.22,0,0,99.53,0.47
18:56:35,all,0.16,0,0.22,0,0,99.62,0.38
18:56:36,all,0.13,0,0.22,0,0,99.66,0.34
18:56:37,all,0.16,0,0.22,0,0,99.62,0.38
18:56:38,all,0.22,0,0.22,0,0,99.56,0.44
18:56:39,all,0.22,0,0.25,0,0,99.53,0.47
18:56:40,all,0.22,0,0.16,0,0,99.62,0.38
18:56:41,all,0.16,0,0.25,0,0,99.59,0.41
18:56:42,all,0.13,0,0.28,0,0,99.59,0.41
18:56:43,all,0.16,0,0.19,0,0,99.66,0.34
18:56:44,all,0.22,0,0.22,0,0,99.56,0.44
18:56:45,all,0.19,0,0.22,0,0,99.59,0.41
18:56:46,all,0.19,0,0.28,0,0,99.53,0.47
18:56:47,all,0.13,0,0.22,0,0,99.66,0.34
18:56:48,all,0.16,0,0.16,0,0,99.69,0.31
18:56:49,all,0.16,0,0.31,0,0,99.53,0.47
18:56:50,all,0.22,0,0.28,0,0,99.5,0.5
18:56:51,all,0.25,0,0.22,0,0,99.53,0.47
18:56:52,all,0.13,0,0.25,0,0,99.62,0.38
18:56:53,all,0.25,0,0.22,0,0,99.53,0.47
18:56:54,all,0.22,0,0.25,0,0,99.53,0.47
18:56:55,all,0.19,0,0.25,0,0,99.56,0.44
18:56:56,all,0.13,0,0.19,0,0,99.69,0.31
18:56:57,all,0.13,0,0.19,0,0,99.69,0.31
18:56:58,all,0.19,0,0.25,0,0,99.56,0.44
18:56:59,all,0.19,0,0.34,0,0,99.47,0.53
18:57:00,all,0.13,0,0.22,0,0,99.66,0.34
18:57:01,all,0.19,0,0.22,0,0,99.59,0.41
18:57:02,all,0.19,0,0.25,0,0,99.56,0.44
18:57:03,all,0.13,0,0.22,0,0,99.66,0.34
18:57:04,all,0.19,0,0.19,0,0,99.62,0.38
18:57:05,all,0.19,0,0.25,0,0,99.56,0.44
18:57:06,all,0.13,0,0.28,0,0,99.59,0.41
18:57:07,all,0.16,0,0.22,0,0,99.62,0.38
18:57:08,all,0.22,0,0.16,0,0,99.62,0.38
18:57:09,all,0.22,0,0.22,0,0,99.56,0.44
18:57:10,all,0.28,0,0.25,0,0,99.47,0.53
18:57:11,all,0.13,0,0.31,0,0,99.56,0.44
18:57:12,all,0.16,0,0.13,0,0,99.72,0.28
18:57:13,all,0.09,0,0.31,0,0,99.59,0.41
18:57:14,all,0.22,0,0.22,0,0,99.56,0.44
18:57:15,all,0.22,0,0.22,0,0,99.56,0.44
18:57:16,all,0.28,0,0.19,0,0,99.53,0.47
18:57:17,all,0.13,0,0.25,0,0,99.62,0.38
18:57:18,all,0.16,0,0.22,0,0,99.62,0.38
18:57:19,all,0.38,0,0.25,0,0,99.37,0.63
18:57:20,all,0.19,0,0.25,0,0,99.56,0.44
18:57:21,all,0.16,0,0.25,0,0,99.59,0.41
18:57:22,all,0.16,0,0.31,0,0,99.53,0.47
18:57:23,all,0.22,0,0.31,0,0,99.47,0.53
18:57:24,all,0.22,0,0.31,0,0,99.47,0.53
18:57:25,all,0.19,0,0.16,0,0,99.65,0.35
18:57:26,all,0.16,0,0.28,0,0,99.56,0.44
18:57:27,all,0.16,0,0.25,0,0,99.59,0.41
18:57:28,all,0.19,0,0.22,0,0,99.59,0.41
18:57:29,all,0.19,0,0.25,0,0,99.56,0.44
18:57:30,all,0.16,0,0.25,0,0,99.59,0.41
18:57:31,all,0.16,0,0.19,0,0,99.66,0.34
18:57:32,all,0.16,0,0.19,0,0,99.65,0.35
18:57:33,all,0.22,0,0.28,0,0,99.5,0.5
18:57:34,all,0.16,0,0.28,0,0,99.56,0.44
18:57:35,all,0.22,0,0.19,0,0,99.59,0.41
18:57:36,all,0.16,0,0.22,0,0,99.62,0.38
18:57:37,all,0.22,0,0.09,0,0,99.69,0.31
18:57:38,all,0.16,0,0.22,0,0,99.62,0.38
18:57:39,all,0.22,0,0.31,0,0,99.47,0.53
18:57:40,all,0.19,0,0.34,0,0,99.47,0.53
18:57:41,all,0.19,0,0.22,0,0,99.59,0.41
18:57:42,all,0.19,0,0.19,0,0,99.62,0.38
18:57:43,all,0.19,0,0.19,0,0,99.62,0.38
18:57:44,all,0.28,0,0.31,0,0,99.4,0.6
18:57:45,all,0.22,0,0.25,0,0,99.53,0.47
18:57:46,all,0.16,0,0.31,0,0,99.53,0.47
18:57:47,all,0.09,0,0.22,0,0,99.69,0.31
18:57:48,all,0.25,0,0.13,0,0,99.62,0.38
18:57:49,all,0.13,0,0.28,0,0,99.59,0.41
18:57:50,all,0.19,0,0.22,0,0,99.59,0.41
18:57:51,all,0.13,0,0.19,0,0,99.69,0.31
18:57:52,all,0.19,0,0.22,0,0,99.59,0.41
18:57:53,all,0.06,0,0.31,0,0,99.62,0.38
18:57:54,all,1.03,0,0.78,0,0,98.18,1.82
18:57:55,all,0.13,0,0.22,0,0,99.66,0.34
18:57:56,all,0.19,0,0.34,0,0,99.47,0.53
18:57:57,all,0.13,0,0.16,0,0,99.72,0.28
18:57:58,all,0.25,0,0.28,0,0,99.47,0.53
18:57:59,all,0.28,0,0.22,0,0,99.5,0.5
18:58:00,all,0.16,0,0.25,0,0,99.59,0.41
18:58:01,all,0.16,0,0.25,0,0,99.59,0.41
18:58:02,all,0.22,0,0.19,0,0,99.59,0.41
18:58:03,all,0.19,0,0.13,0,0,99.69,0.31
18:58:04,all,0.22,0,0.22,0,0,99.56,0.44
18:58:05,all,0.25,0,0.19,0,0,99.56,0.44
18:58:06,all,0.13,0,0.22,0,0,99.66,0.34
18:58:07,all,0.19,0,0.22,0,0,99.59,0.41
18:58:08,all,0.22,0,0.22,0,0,99.56,0.44
18:58:09,all,0.22,0,0.22,0,0,99.56,0.44
18:58:10,all,0.31,0,0.38,0,0,99.31,0.69
18:58:11,all,0.19,0,0.22,0,0,99.59,0.41
18:58:12,all,0.19,0,0.25,0,0,99.56,0.44
18:58:13,all,0.06,0,0.34,0,0,99.59,0.41
18:58:14,all,0.16,0,0.19,0,0,99.65,0.35
18:58:15,all,0.22,0,0.25,0,0,99.53,0.47
18:58:16,all,1.07,0,0.69,0.03,0,98.21,1.79
18:58:17,all,0.16,0,0.28,0,0,99.56,0.44
18:58:18,all,0.16,0,0.22,0,0,99.62,0.38
18:58:19,all,0.13,0,0.13,0,0,99.75,0.25
18:58:20,all,0.16,0,0.22,0,0,99.62,0.38
18:58:21,all,0.22,0,0.25,0,0,99.53,0.47
18:58:22,all,0.28,0,0.28,0,0,99.44,0.56
18:58:23,all,0.28,0,0.38,0,0,99.34,0.66
18:58:24,all,0.19,0,0.41,0,0,99.41,0.59
18:58:25,all,0.25,0,0.31,0,0,99.44,0.56
18:58:26,all,2.01,0,0.6,0,0,97.4,2.6
18:58:27,all,3.1,0,0.22,0,0,96.68,3.32
18:58:28,all,0.22,0,0.16,0,0,99.62,0.38
18:58:29,all,0.19,0,0.22,0,0,99.59,0.41
18:58:30,all,0.16,0,0.31,0,0,99.53,0.47
18:58:31,all,0.13,0,0.28,0,0,99.59,0.41
18:58:32,all,0.25,0,0.22,0,0,99.53,0.47
18:58:33,all,0.13,0,0.22,0,0,99.65,0.35
18:58:34,all,0.22,0,0.22,0,0,99.56,0.44
18:58:35,all,0.19,0,0.19,0,0,99.62,0.38
18:58:36,all,0.09,0,0.19,0,0,99.72,0.28
18:58:37,all,0.13,0,0.22,0,0,99.65,0.35
18:58:38,all,0.25,0,0.16,0,0,99.59,0.41
18:58:39,all,0.22,0,0.22,0,0,99.56,0.44
18:58:40,all,1.32,0,0.91,0,0,97.77,2.23
18:58:41,all,0.16,0,0.19,0,0,99.65,0.35
18:58:42,all,0.19,0,0.25,0,0,99.56,0.44
18:58:43,all,0.16,0,0.28,0,0,99.56,0.44
18:58:44,all,0.38,0,0.25,0,0,99.37,0.63
18:58:45,all,0.13,0,0.25,0,0,99.62,0.38
18:58:46,all,0.28,0,0.31,0,0,99.4,0.6
18:58:47,all,0.16,0,0.19,0,0,99.66,0.34
18:58:48,all,0.09,0,0.22,0,0,99.69,0.31
18:58:49,all,0.22,0,0.31,0,0,99.47,0.53
18:58:50,all,0.16,0,0.22,0,0,99.62,0.38
18:58:51,all,0.22,0,0.16,0,0,99.62,0.38
18:58:52,all,0.16,0,0.25,0,0,99.59,0.41
18:58:53,all,0.16,0,0.22,0,0,99.62,0.38
18:58:54,all,0.16,0,0.22,0,0,99.62,0.38
18:58:55,all,0.16,0,0.16,0,0,99.69,0.31
18:58:56,all,0.13,0,0.22,0,0,99.66,0.34
18:58:57,all,0.19,0,0.22,0,0,99.59,0.41
18:58:58,all,0.13,0,0.25,0,0,99.62,0.38
18:58:59,all,0.19,0,0.31,0,0,99.5,0.5
18:59:00,all,0.13,0,0.38,0,0,99.5,0.5
18:59:01,all,0.25,0,0.16,0,0,99.59,0.41
18:59:02,all,0.16,0,0.16,0,0,99.69,0.31
18:59:03,all,0.16,0,0.22,0,0,99.62,0.38
18:59:04,all,0.13,0,0.16,0,0,99.72,0.28
18:59:05,all,0.25,0,0.31,0,0,99.44,0.56
18:59:06,all,0.13,0,0.16,0,0,99.72,0.28
18:59:07,all,0.16,0,0.22,0,0,99.62,0.38
18:59:08,all,0.19,0,0.22,0,0,99.59,0.41
18:59:09,all,0.09,0,0.25,0,0,99.66,0.34
18:59:10,all,1.07,0,0.72,0,0,98.21,1.79
18:59:11,all,0.19,0,0.25,0,0,99.56,0.44
18:59:12,all,0.19,0,0.22,0,0,99.59,0.41
18:59:13,all,0.09,0,0.19,0,0,99.72,0.28
18:59:14,all,0.16,0,0.28,0,0,99.56,0.44
18:59:15,all,0.16,0,0.16,0,0,99.69,0.31
18:59:16,all,0.09,0,0.19,0,0,99.72,0.28
18:59:17,all,0.13,0,0.16,0,0,99.72,0.28
18:59:18,all,0.22,0,0.16,0,0,99.62,0.38
18:59:19,all,0.19,0,0.22,0,0,99.59,0.41
18:59:20,all,0.16,0,0.19,0,0,99.66,0.34
18:59:21,all,0.13,0,0.25,0,0,99.62,0.38
18:59:22,all,0.16,0,0.16,0,0,99.69,0.31
18:59:23,all,0.13,0,0.22,0,0,99.65,0.35
18:59:24,all,0.13,0,0.19,0,0,99.69,0.31
18:59:25,all,0.13,0,0.13,0,0,99.75,0.25
18:59:26,all,0.16,0,0.22,0,0,99.62,0.38
18:59:27,all,0.13,0,0.19,0,0,99.69,0.31
18:59:28,all,0.19,0,0.22,0,0,99.59,0.41
18:59:29,all,0.25,0,0.19,0,0,99.56,0.44
18:59:30,all,0.19,0,0.34,0,0,99.47,0.53
18:59:31,all,0.16,0,0.09,0,0,99.75,0.25
18:59:32,all,0.22,0,0.16,0,0,99.62,0.38
18:59:33,all,0.22,0,0.28,0,0,99.5,0.5
18:59:34,all,0.22,0,0.19,0,0,99.59,0.41
18:59:35,all,0.19,0,0.13,0,0,99.69,0.31
18:59:36,all,0.13,0,0.19,0,0,99.69,0.31
18:59:37,all,0.13,0,0.25,0,0,99.62,0.38
18:59:38,all,0.19,0,0.19,0,0,99.62,0.38
18:59:39,all,0.16,0,0.28,0.03,0,99.53,0.47
18:59:40,all,0.19,0,0.19,0,0,99.62,0.38
18:59:41,all,0.22,0,0.28,0,0,99.5,0.5
18:59:42,all,0.13,0,0.25,0,0,99.62,0.38
18:59:43,all,0.19,0,0.13,0,0,99.69,0.31
18:59:44,all,0.09,0,0.28,0,0,99.62,0.38
18:59:45,all,0.16,0,0.19,0,0,99.66,0.34
18:59:46,all,0.13,0,0.22,0,0,99.66,0.34
18:59:47,all,0.13,0,0.22,0,0,99.66,0.34
18:59:48,all,0.16,0,0.25,0,0,99.59,0.41
18:59:49,all,0.16,0,0.31,0,0,99.53,0.47
18:59:50,all,0.13,0,0.13,0,0,99.75,0.25
18:59:51,all,0.16,0,0.22,0,0,99.62,0.38
18:59:52,all,0.13,0,0.13,0,0,99.75,0.25
18:59:53,all,0.19,0,0.19,0,0,99.62,0.38
18:59:54,all,0.22,0,0.25,0,0,99.53,0.47
18:59:55,all,0.22,0,0.19,0,0,99.59,0.41
18:59:56,all,0.09,0,0.25,0,0,99.66,0.34
18:59:57,all,0.19,0,0.16,0,0,99.66,0.34
18:59:58,all,0.25,0,0.16,0,0,99.59,0.41
18:59:59,all,0.19,0,0.16,0,0,99.65,0.35
19:00:00,all,0.13,0,0.22,0,0,99.66,0.34
19:00:01,all,0.22,0,0.31,0,0,99.47,0.53
19:00:02,all,0.06,0,0.28,0,0,99.66,0.34
19:00:03,all,0.22,0,0.31,0,0,99.47,0.53
19:00:04,all,0.19,0,0.13,0,0,99.69,0.31
19:00:05,all,0.09,0,0.19,0,0,99.72,0.28
19:00:06,all,0.13,0,0.25,0,0,99.62,0.38
19:00:07,all,0.16,0,0.28,0,0,99.56,0.44
19:00:08,all,0.25,0,0.13,0,0,99.62,0.38
19:00:09,all,0.13,0,0.22,0,0,99.65,0.35
19:00:10,all,0.31,0,0.28,0,0,99.41,0.59
19:00:11,all,0.13,0,0.28,0,0,99.59,0.41
19:00:12,all,0.19,0,0.09,0,0,99.72,0.28
19:00:13,all,0.19,0,0.22,0,0,99.59,0.41
19:00:14,all,0.19,0,0.16,0,0,99.66,0.34
19:00:15,all,0.09,0,0.13,0,0,99.78,0.22
19:00:16,all,0.13,0,0.13,0,0,99.75,0.25
19:00:17,all,0.16,0,0.22,0,0,99.62,0.38
19:00:18,all,0.22,0,0.25,0,0,99.53,0.47
19:00:19,all,0.16,0,0.28,0,0,99.56,0.44
19:00:20,all,0.16,0,0.25,0,0,99.59,0.41
19:00:21,all,0.13,0,0.22,0,0,99.66,0.34
19:00:22,all,0.16,0,0.22,0,0,99.62,0.38
19:00:23,all,0.16,0,0.25,0,0,99.59,0.41
19:00:24,all,0.19,0,0.25,0,0,99.56,0.44
19:00:25,all,0.16,0,0.19,0,0,99.66,0.34
19:00:26,all,0.13,0,0.13,0,0,99.75,0.25
19:00:27,all,0.06,0,0.19,0,0,99.75,0.25
19:00:28,all,0.25,0,0.25,0,0,99.5,0.5
19:00:29,all,0.13,0,0.19,0,0,99.69,0.31
19:00:30,all,0.13,0,0.25,0,0,99.62,0.38
19:00:31,all,0.13,0,0.16,0,0,99.72,0.28
19:00:32,all,0.09,0,0.22,0,0,99.69,0.31
19:00:33,all,0.16,0,0.16,0,0,99.69,0.31
19:00:34,all,0.19,0,0.19,0,0,99.62,0.38
19:00:35,all,0.16,0,0.22,0,0,99.62,0.38
19:00:36,all,0.19,0,0.25,0,0,99.56,0.44
19:00:37,all,0.19,0,0.25,0,0,99.56,0.44
19:00:38,all,0.13,0,0.19,0,0,99.69,0.31
19:00:39,all,0.16,0,0.25,0,0,99.59,0.41
19:00:40,all,0.19,0,0.13,0,0,99.69,0.31
19:00:41,all,0.16,0,0.34,0,0,99.5,0.5
19:00:42,all,0.16,0,0.28,0,0,99.56,0.44
19:00:43,all,0.13,0,0.13,0,0,99.75,0.25
19:00:44,all,0.16,0,0.22,0,0,99.62,0.38
19:00:45,all,0.09,0,0.19,0,0,99.72,0.28
19:00:46,all,0.19,0,0.19,0,0,99.62,0.38
19:00:47,all,0.13,0,0.19,0,0,99.69,0.31
19:00:48,all,0.16,0,0.28,0,0,99.56,0.44
19:00:49,all,0.13,0,0.38,0,0,99.5,0.5
19:00:50,all,0.19,0,0.16,0,0,99.66,0.34
19:00:51,all,0.22,0,0.19,0,0,99.59,0.41
19:00:52,all,0.19,0,0.16,0,0,99.66,0.34
19:00:53,all,0.19,0,0.16,0,0,99.66,0.34
19:00:54,all,0.19,0,0.19,0,0,99.62,0.38
19:00:55,all,0.19,0,0.25,0,0,99.56,0.44
19:00:56,all,0.13,0,0.28,0,0,99.59,0.41
19:00:57,all,0.19,0,0.13,0,0,99.69,0.31
19:00:58,all,0.19,0,0.13,0,0,99.69,0.31
19:00:59,all,0.16,0,0.22,0,0,99.62,0.38
19:01:00,all,0.19,0,0.16,0,0,99.65,0.35
19:01:01,all,0.19,0,0.16,0,0,99.66,0.34
19:01:02,all,0.16,0,0.28,0,0,99.56,0.44
19:01:03,all,0.16,0,0.22,0,0,99.62,0.38
19:01:04,all,0.19,0,0.16,0,0,99.66,0.34
19:01:05,all,0.16,0,0.19,0,0,99.65,0.35
19:01:06,all,0.13,0,0.22,0,0,99.65,0.35
19:01:07,all,0.22,0,0.19,0,0,99.59,0.41
19:01:08,all,0.16,0,0.16,0,0,99.69,0.31
19:01:09,all,0.25,0,0.19,0,0,99.56,0.44
19:01:10,all,0.31,0,0.22,0,0,99.47,0.53
19:01:11,all,0.13,0,0.19,0,0,99.69,0.31
19:01:12,all,0.09,0,0.28,0,0,99.62,0.38
19:01:13,all,0.19,0,0.19,0,0,99.62,0.38
19:01:14,all,0.13,0,0.19,0,0,99.69,0.31
19:01:15,all,0.09,0,0.28,0,0,99.62,0.38
19:01:16,all,0.16,0,0.25,0,0,99.59,0.41
19:01:17,all,0.16,0,0.22,0,0,99.62,0.38
19:01:18,all,0.13,0,0.22,0,0,99.66,0.34
19:01:19,all,0.09,0,0.19,0,0,99.72,0.28
19:01:20,all,0.09,0,0.16,0,0,99.75,0.25
19:01:21,all,0.13,0,0.22,0,0,99.66,0.34
19:01:22,all,0.16,0,0.34,0,0,99.5,0.5
19:01:23,all,0.19,0,0.19,0,0,99.62,0.38
19:01:24,all,0.13,0,0.28,0,0,99.59,0.41
19:01:25,all,0.16,0,0.19,0,0,99.66,0.34
19:01:26,all,0.19,0,0.19,0,0,99.62,0.38
19:01:27,all,0.13,0,0.22,0,0,99.66,0.34
19:01:28,all,0.19,0,0.25,0,0,99.56,0.44
19:01:29,all,0.25,0,0.16,0,0,99.59,0.41
19:01:30,all,0.19,0,0.22,0,0,99.59,0.41
19:01:31,all,0.13,0,0.22,0,0,99.66,0.34
19:01:32,all,0.13,0,0.13,0,0,99.75,0.25
19:01:33,all,0.19,0,0.16,0,0,99.66,0.34
19:01:34,all,0.19,0,0.16,0,0,99.66,0.34
19:01:35,all,0.16,0,0.19,0,0,99.66,0.34
19:01:36,all,0.19,0,0.25,0,0,99.56,0.44
19:01:37,all,0.19,0,0.19,0,0,99.62,0.38
19:01:38,all,0.16,0,0.28,0,0,99.56,0.44
19:01:39,all,0.13,0,0.25,0,0,99.62,0.38
19:01:40,all,0.16,0,0.06,0,0,99.78,0.22
19:01:41,all,0.13,0,0.19,0,0,99.69,0.31
19:01:42,all,0.09,0,0.19,0,0,99.72,0.28
19:01:43,all,0.19,0,0.19,0,0,99.62,0.38
19:01:44,all,0.19,0,0.19,0,0,99.62,0.38
19:01:45,all,0.19,0,0.19,0,0,99.62,0.38
19:01:46,all,0.16,0,0.19,0,0,99.66,0.34
19:01:47,all,0.16,0,0.22,0,0,99.62,0.38
19:01:48,all,0.16,0,0.19,0,0,99.66,0.34
19:01:49,all,0.19,0,0.25,0,0,99.56,0.44
19:01:50,all,0.16,0,0.25,0,0,99.59,0.41
19:01:51,all,0.06,0,0.19,0,0,99.75,0.25
19:01:52,all,0.19,0,0.16,0,0,99.65,0.35
19:01:53,all,0.16,0,0.16,0,0,99.69,0.31
19:01:54,all,0.22,0,0.16,0,0,99.62,0.38
19:01:55,all,0.09,0,0.19,0,0,99.72,0.28
19:01:56,all,0.16,0,0.16,0,0,99.69,0.31
19:01:57,all,0.19,0,0.16,0,0,99.66,0.34
19:01:58,all,0.16,0,0.22,0,0,99.62,0.38
19:01:59,all,0.22,0,0.25,0,0,99.53,0.47
19:02:00,all,0.16,0,0.19,0,0,99.65,0.35
19:02:01,all,0.19,0,0.19,0,0,99.62,0.38
19:02:02,all,0.09,0,0.19,0,0,99.72,0.28
19:02:03,all,0.16,0,0.25,0,0,99.59,0.41
19:02:04,all,0.16,0,0.09,0,0,99.75,0.25
19:02:05,all,0.09,0,0.25,0,0,99.66,0.34
19:02:06,all,0.13,0,0.25,0,0,99.62,0.38
19:02:07,all,0.13,0,0.19,0,0,99.69,0.31
19:02:08,all,0.19,0,0.19,0,0,99.62,0.38
19:02:09,all,0.16,0,0.13,0,0,99.72,0.28
19:02:10,all,0.22,0,0.28,0,0,99.5,0.5
19:02:11,all,0.16,0,0.13,0,0,99.72,0.28
19:02:12,all,0.06,0,0.22,0,0,99.72,0.28
19:02:13,all,0.13,0,0.25,0,0,99.62,0.38
19:02:14,all,0.13,0,0.19,0,0,99.69,0.31
19:02:15,all,0.16,0,0.25,0,0,99.59,0.41
19:02:16,all,0.19,0,0.19,0,0,99.62,0.38
19:02:17,all,0.09,0,0.25,0,0,99.66,0.34
19:02:18,all,0.19,0,0.22,0,0,99.59,0.41
19:02:19,all,0.19,0,0.19,0,0,99.62,0.38
19:02:20,all,0.13,0,0.09,0,0,99.78,0.22
19:02:21,all,0.13,0,0.19,0,0,99.69,0.31
19:02:22,all,0.13,0,0.28,0,0,99.59,0.41
19:02:23,all,0.13,0,0.16,0,0,99.72,0.28
19:02:24,all,0.19,0,0.22,0,0,99.59,0.41
19:02:25,all,0.16,0,0.09,0,0,99.75,0.25
19:02:26,all,0.09,0,0.13,0,0,99.78,0.22
19:02:27,all,0.19,0,0.28,0,0,99.53,0.47
19:02:28,all,0.16,0,0.19,0,0,99.66,0.34
19:02:29,all,0.16,0,0.22,0,0,99.62,0.38
19:02:30,all,0.06,0,0.16,0,0,99.78,0.22
19:02:31,all,0.19,0,0.16,0,0,99.66,0.34
19:02:32,all,0.13,0,0.16,0,0,99.72,0.28
19:02:33,all,0.19,0,0.16,0,0,99.66,0.34
19:02:34,all,0.16,0,0.25,0,0,99.59,0.41
19:02:35,all,0.25,0,0.16,0,0,99.59,0.41
19:02:36,all,0.13,0,0.25,0,0,99.62,0.38
19:02:37,all,0.19,0,0.16,0,0,99.66,0.34
19:02:38,all,0.19,0,0.16,0,0,99.66,0.34
19:02:39,all,0.13,0,0.19,0,0,99.69,0.31
19:02:40,all,0.09,0,0.16,0,0,99.75,0.25
19:02:41,all,0.13,0,0.28,0,0,99.59,0.41
19:02:42,all,0.06,0,0.25,0,0,99.69,0.31
19:02:43,all,0.19,0,0.16,0,0,99.66,0.34
19:02:44,all,0.13,0,0.28,0,0,99.59,0.41
19:02:45,all,0.13,0,0.19,0,0,99.69,0.31
19:02:46,all,0.19,0,0.25,0,0,99.56,0.44
19:02:47,all,0.19,0,0.22,0,0,99.59,0.41
19:02:48,all,0.13,0,0.19,0,0,99.69,0.31
19:02:49,all,0.16,0,0.25,0,0,99.59,0.41
19:02:50,all,0.16,0,0.19,0,0,99.66,0.34
19:02:51,all,0.06,0,0.19,0,0,99.75,0.25
19:02:52,all,0.19,0,0.28,0,0,99.53,0.47
19:02:53,all,0.06,0,0.19,0,0,99.75,0.25
19:02:54,all,1.13,0,0.63,0,0,98.24,1.76
19:02:55,all,0.16,0,0.31,0,0,99.53,0.47
19:02:56,all,0.09,0,0.16,0,0,99.75,0.25
19:02:57,all,0.19,0,0.19,0,0,99.62,0.38
19:02:58,all,0.85,0,0.53,0,0,98.62,1.38
19:02:59,all,0.16,0,0.28,0,0,99.56,0.44
19:03:00,all,0.19,0,0.31,0,0,99.5,0.5
19:03:01,all,1.22,0,0.82,0,0,97.96,2.04
19:03:02,all,0.09,0,0.28,0,0,99.62,0.38
19:03:03,all,0.06,0,0.13,0,0,99.81,0.19
19:03:04,all,0.16,0,0.25,0,0,99.59,0.41
19:03:05,all,0.09,0,0.19,0,0,99.72,0.28
19:03:06,all,0.16,0,0.34,0,0,99.5,0.5
19:03:07,all,0.06,0,0.22,0,0,99.72,0.28
19:03:08,all,0.13,0,0.13,0,0,99.75,0.25
19:03:09,all,0.22,0,0.09,0,0,99.69,0.31
19:03:10,all,0.28,0,0.22,0,0,99.5,0.5
19:03:11,all,0.16,0,0.16,0,0,99.69,0.31
19:03:12,all,0.16,0,0.25,0,0,99.59,0.41
19:03:13,all,0.13,0,0.25,0,0,99.62,0.38
19:03:14,all,0.13,0,0.28,0,0,99.59,0.41
19:03:15,all,0.16,0,0.25,0,0,99.59,0.41
19:03:16,all,1.04,0,0.69,0,0,98.27,1.73
19:03:17,all,0.16,0,0.28,0,0,99.56,0.44
19:03:18,all,0.13,0,0.25,0,0,99.62,0.38
19:03:19,all,0.19,0,0.22,0,0,99.59,0.41
19:03:20,all,0.13,0,0.25,0,0,99.62,0.38
19:03:21,all,0.09,0,0.22,0,0,99.69,0.31
19:03:22,all,0.19,0,0.13,0,0,99.69,0.31
19:03:23,all,0.13,0,0.19,0,0,99.69,0.31
19:03:24,all,4.3,0,0.47,0,0,95.23,4.77
19:03:25,all,0.19,0,0.22,0,0,99.59,0.41
19:03:26,all,2.67,0,0.56,0,0,96.77,3.23
19:03:27,all,2.41,0,0.25,0,0,97.34,2.66
19:03:28,all,0.13,0,0.22,0.06,0,99.59,0.41
19:03:29,all,0.25,0,0.16,0,0,99.59,0.41
19:03:30,all,0.19,0,0.16,0,0,99.66,0.34
19:03:31,all,0.13,0,0.19,0,0,99.69,0.31
19:03:32,all,0.19,0,0.16,0,0,99.66,0.34
19:03:33,all,0.13,0,0.19,0,0,99.69,0.31
19:03:34,all,0.16,0,0.13,0,0,99.72,0.28
19:03:35,all,0.13,0,0.25,0,0,99.62,0.38
19:03:36,all,0.06,0,0.13,0,0,99.81,0.19
19:03:37,all,0.13,0,0.16,0,0,99.72,0.28
19:03:38,all,0.09,0,0.19,0,0,99.72,0.28
19:03:39,all,0.19,0,0.13,0,0,99.69,0.31
19:03:40,all,0.16,0,0.22,0,0,99.62,0.38
19:03:41,all,0.13,0,0.25,0,0,99.62,0.38
19:03:42,all,0.44,0,0.28,0,0,99.28,0.72
19:03:43,all,0.22,0,0.25,0,0,99.53,0.47
19:03:44,all,5.42,0,2.99,0,0,91.59,8.41
19:03:45,all,0.22,0,0.28,0,0,99.5,0.5
19:03:46,all,0.16,0,0.28,0,0,99.56,0.44
19:03:47,all,0.09,0,0.19,0,0,99.72,0.28
19:03:48,all,0.16,0,0.31,0,0,99.53,0.47
19:03:49,all,2.57,0,0.19,0,0,97.24,2.76
19:03:50,all,3.26,0,0.19,0,0,96.55,3.45
19:03:51,all,3.2,0,0.13,0,0,96.68,3.32
19:03:52,all,3.32,0,0.19,0,0,96.49,3.51
19:03:53,all,3.32,0,0.28,0,0,96.4,3.6
19:03:54,all,1.32,0,0.35,0,0,98.34,1.66
19:03:55,all,0.91,0,0.28,0,0,98.81,1.19
19:03:56,all,1.13,0,0.06,0,0,98.81,1.19
19:03:57,all,3.53,0,0.25,0,0,96.22,3.78
19:03:58,all,3.35,0,0.16,0,0,96.49,3.51
19:03:59,all,3.6,0,0.13,0,0,96.27,3.73
19:04:00,all,0.75,0,0.19,0,0,99.06,0.94
19:04:01,all,0.03,0,0.06,0,0,99.91,0.09
19:04:02,all,0.09,0,0.16,0,0,99.75,0.25
