# time,count,1 min rate,mean rate,5 min rate,15 min rate
5,0,0.0,0.0,0.0,0.0
10,0,0.0,0.0,0.0,0.0
15,0,0.0,0.0,0.0,0.0
20,0,0.0,0.0,0.0,0.0
25,89,1.2952804830049627,3.5359108904007255,0.26776244808979666,0.08975046232067299
30,340,5.157512608152652,11.243356842602985,1.08315261454948,0.36404477007490793
35,588,8.66296435167432,16.683494902236497,1.875148439282406,0.6334953544757309
40,837,11.984082351498865,20.795793983056992,2.6738879798672066,0.9081013240779278
45,1085,14.991685066339944,23.976983257222013,3.4495083893639222,1.1778618436727037
50,1334,17.758813145553464,26.54489398060779,4.212308921105375,1.4461278489866467
55,1582,20.320684996471968,28.629976212489094,4.965807178268721,1.7140156502550516
60,1831,22.66172976683149,30.385542026920152,5.703545495457536,1.9793112819877752
65,2079,24.815594932197953,31.856756751974828,6.429090070803133,2.2431371355970624
70,2328,26.813237664532167,33.13189488832005,7.145948158366332,2.5066093842761368
75,2576,28.635166585766985,34.22494874681197,7.8476519146902195,2.767513926252017
80,2825,30.311422113600713,35.19328255605939,8.537757528074163,3.026973017409138
85,3073,31.869642766549795,36.03684422916682,9.219762408195006,3.2861026961637583
90,3322,33.287283857981514,36.79806880200895,9.88718902992521,3.5426887267126146
95,3570,34.60756774317643,37.469192653867964,10.546889769153145,3.7989612620514306
100,3819,35.80629644040098,38.08335107631325,11.19238090501316,4.052705978193279
105,4067,36.909180082938306,38.62956378795758,11.827203010826373,4.305044910039746
110,4316,37.939873135314954,39.13496673810943,12.454838139384275,4.557093876248524
115,4564,38.8721654042772,39.58826084074667,13.068793662500955,4.806638422475275
120,4813,39.74590681621215,40.01182135387034,13.675907102638005,5.055908484385402
125,5062,40.533796605019106,40.401649742927724,14.269680131008554,5.302689521865696
130,5310,41.274681321628556,40.754075185903915,14.85694466369588,5.549211385287862
135,5559,41.940337049955176,41.087571721783824,15.431196858200082,5.793259449717532
140,5807,42.56876100194223,41.390324724943845,15.99926320802506,6.037063481175171
145,6056,43.13094783191307,41.679182056090944,16.554634537718893,6.278408770842495
150,6305,43.66417580188004,41.94882732783467,17.10413209597941,6.5195250013207815
155,6553,44.13877810029815,42.19460815535056,17.64124154923763,6.75819738083471
160,6802,44.591424411202105,42.43136610045054,18.172779073330503,6.996655509488121
165,7051,44.99188800427772,42.65325488239385,18.69222534567519,7.232684513465302
170,7299,45.360332296349334,42.856693928555714,19.203085926320238,7.467405880885196
175,7548,45.715308526446016,43.054345969961695,19.708808433503055,7.701934886652107
180,7797,46.041902424272635,43.240715822151884,20.206172082872452,7.935164566079809
185,8045,46.34238331582004,43.41171315539016,20.6953150341958,8.16710211763371
190,8294,46.60284796471693,43.57903506186847,21.173067454424693,8.396646669499614
195,8543,46.85847812721704,43.737899142785814,21.646229030949677,8.626027540057551
200,8791,47.07767811336192,43.88381591782195,22.108264225271554,8.853029575328806
205,9040,47.29534295337547,44.02759670707826,22.56596835878372,9.079882015220484
210,9289,47.47961315661699,44.164303021287715,23.01280159915342,9.30436962771568
215,9537,47.6651410449661,44.29022580923846,23.455555044911307,9.528721575115656
220,9786,47.835834942399664,44.41489595658125,23.890990419895346,9.751830578626638
225,10035,47.9768897922706,44.53409496093957,24.315922971940584,9.972595493947672
230,10284,48.122657636124856,44.648096824607705,24.737137715912322,10.193245368481664
235,10532,48.24077940962139,44.75293877267398,25.14808468330163,10.411564778774016
240,10781,48.365447804647125,44.857649470219194,25.555545003999253,10.629782696748887
245,11031,48.464157148097215,44.95765465981036,25.95296488873469,10.8456836238911
250,11279,48.570965245284334,45.050078393999165,26.34712170978875,11.061496457480084
255,11528,48.669233438538534,45.14267048507522,26.73476369162449,11.27611365516849
260,11777,48.743653423803636,45.23180802714018,27.112692805827102,11.48843381056192
265,12025,48.82811423265773,45.313745508482036,27.487681010449137,11.700685710421865
270,12274,48.88983081102488,45.39640707734992,27.853165495979052,11.910653672096318
275,12523,48.96260392131574,45.476045228225324,28.21591476354808,12.120566409748013
280,12771,49.01356729789992,45.54932419707143,28.569362603861244,12.328208168528388
285,13020,49.07644698495098,45.623502736498544,28.920274174459816,12.53580759080361
290,13269,49.13429908981593,45.69511951743525,29.265385686959224,12.742256880725332
295,13517,49.17153447869736,45.76094946263391,29.601487298651914,12.946454379802585
300,13766,49.2217838073384,45.82788139420007,29.93533934857079,13.150628624096951
