VIR,RES (kB),RES (MB),SHR,time (s)
10859608,330280,330.28,316508,326
10859608,330280,330.28,316508,327
10859608,330280,330.28,316508,328
10859608,330280,330.28,316508,329
10859608,330280,330.28,316508,330
10859608,330280,330.28,316508,331
10859608,330288,330.288,316516,332
10859608,330292,330.292,316520,333
10859608,330292,330.292,316520,334
10859608,330492,330.492,316720,335
10859608,330512,330.512,316740,336
10859608,330512,330.512,316732,337
10859608,333232,333.232,319460,338
10859608,333232,333.232,319460,339
10859608,333240,333.24,319468,340
10859608,371128,371.128,357356,341
10859608,371128,371.128,357356,342
10859608,371128,371.128,357356,343
10859608,371152,371.152,357380,344
10859608,371152,371.152,357380,345
10859608,371172,371.172,357400,346
10859608,333464,333.464,319692,347
10859608,333472,333.472,319700,348
10859608,333472,333.472,319700,349
10859608,333472,333.472,319700,350
10859608,333476,333.476,319704,351
10859608,333540,333.54,319760,352
10859608,333540,333.54,319760,353
10859608,333564,333.564,319788,354
10859608,333564,333.564,319788,355
10859608,333564,333.564,319788,356
10859608,333608,333.608,319832,357
10859608,333612,333.612,319840,358
10859608,333676,333.676,319904,359
10859608,333692,333.692,319920,360
10859608,333692,333.692,319920,361
10859608,333692,333.692,319920,362
10859608,333708,333.708,319936,363
10859608,333712,333.712,319940,364
10859608,333712,333.712,319940,365
10859608,333732,333.732,319960,366
10859608,333732,333.732,319960,367
10859608,333732,333.732,319952,368
10859608,333736,333.736,319964,369
10859608,333784,333.784,320012,370
10859608,333784,333.784,320012,371
10859608,333784,333.784,320012,372
10859608,333784,333.784,320012,373
10859608,333792,333.792,320020,374
10859608,333816,333.816,320044,375
10859608,333892,333.892,320120,376
10859608,333892,333.892,320120,377
10859608,333892,333.892,320120,378
10859608,333900,333.9,320128,379
10859608,333900,333.9,320128,380
10859608,333900,333.9,320128,381
10859608,333964,333.964,320192,382
10859608,333964,333.964,320184,383
10859608,333984,333.984,320208,384
10859608,333988,333.988,320216,385
10859608,333988,333.988,320216,386
10859608,333988,333.988,320216,387
10859608,334052,334.052,320280,388
10859608,334052,334.052,320280,389
10859608,334052,334.052,320280,390
10859608,334052,334.052,320280,391
10859608,334080,334.08,320308,392
10859608,334084,334.084,320304,393
10859608,334144,334.144,320364,394
10859608,334148,334.148,320372,395
10859608,334148,334.148,320372,396
10859608,334148,334.148,320372,397
10859608,334176,334.176,320400,398
10859608,334176,334.176,320400,399
10859608,334240,334.24,320464,400
10859608,334260,334.26,320484,401
10859608,334260,334.26,320488,402
10859608,334260,334.26,320488,403
10859608,334268,334.268,320496,404
10859608,334272,334.272,320500,405
10859608,334336,334.336,320564,406
10859608,375016,375.016,361244,407
10859608,375016,375.016,361236,408
10859608,374984,374.984,361208,409
10859608,374984,374.984,361212,410
10859608,374956,374.956,361184,411
10859608,374956,374.956,361184,412
10859608,374956,374.956,361184,413
10859608,374960,374.96,361188,414
10859608,374960,374.96,361188,415
10859608,374960,374.96,361188,416
10859608,375020,375.02,361248,417
10859608,375024,375.024,361252,418
10859608,375024,375.024,361252,419
10859608,375032,375.032,361260,420
10859608,375032,375.032,361260,421
10859608,375032,375.032,361260,422
10859608,375112,375.112,361340,423
10859608,375112,375.112,361332,424
10859608,376628,376.628,362852,425
10859608,376628,376.628,362856,426
10859608,376628,376.628,362856,427
10859608,376628,376.628,362856,428
10859608,376636,376.636,362864,429
10859608,376640,376.64,362868,430
10859608,376640,376.64,362868,431
10859608,376640,376.64,362868,432
10859608,376128,376.128,362356,433
10859608,376128,376.128,362356,434
10859608,376196,376.196,362424,435
10859608,376196,376.196,362424,436
10859608,376196,376.196,362424,437
10859608,376196,376.196,362424,438
10859608,376196,376.196,362416,439
10859608,376200,376.2,362420,440
10859608,376264,376.264,362484,441
10859608,376272,376.272,362500,442
10859608,376300,376.3,362528,443
10859608,376300,376.3,362528,444
10859608,376308,376.308,362536,445
10859608,376312,376.312,362540,446
10859608,376312,376.312,362540,447
10859608,376324,376.324,362552,448
10859608,376324,376.324,362552,449
10859608,376324,376.324,362552,450
10859608,376324,376.324,362552,451
10859608,376356,376.356,362584,452
10859608,376360,376.36,362588,453
10859608,376360,376.36,362588,454
10859608,376372,376.372,362600,455
10859608,376376,376.376,362604,456
10859608,376376,376.376,362604,457
10859608,376384,376.384,362612,458
10859608,376384,376.384,362612,459
10859608,376384,376.384,362612,460
10859608,376396,376.396,362624,461
10859608,376396,376.396,362624,462
10859608,376396,376.396,362624,463
10859608,376484,376.484,362712,464
10859608,376484,376.484,362712,465
10859608,376484,376.484,362712,466
10859608,376488,376.488,362716,467
10859608,376488,376.488,362716,468
10859608,376488,376.488,362716,469
10859608,376488,376.488,362708,470
10859608,376492,376.492,362716,471
10859608,376520,376.52,362748,472
10859608,376520,376.52,362748,473
10859608,376588,376.588,362816,474
10859608,376588,376.588,362816,475
10859608,376596,376.596,362824,476
10859608,377000,377.0,363228,477
